Product ID,Product Name,Product Type,Product Code/SKU,Bin Picking Number,Brand Name,Option Set,Option Set Align,Product Description,Price,Cost Price,Retail Price,Sale Price,Fixed Shipping Cost,Free Shipping,Product Warranty,Product Weight,Product Width,Product Height,Product Depth,Allow Purchases?,Product Visible?,Product Availability,Track Inventory,Date Added,Date Modified,Current Stock Level,Low Stock Level,Category,Product Image URL - 1,Product Image ID - 1,Product Image File - 1,Product Image Description - 1,Product Image Is Thumbnail - 1,Product Image Sort - 1,Product Image URL - 2,Product Image ID - 2,Product Image File - 2,Product Image Description - 2,Product Image Is Thumbnail - 2,Product Image Sort - 2,Product Image URL - 3,Product Image ID - 3,Product Image File - 3,Product Image Description - 3,Product Image Is Thumbnail - 3,Product Image Sort - 3,Product Image URL - 4,Product Image ID - 4,Product Image File - 4,Product Image Description - 4,Product Image Is Thumbnail - 4,Product Image Sort - 4,Product Image URL - 5,Product Image ID - 5,Product Image File - 5,Product Image Description - 5,Product Image Is Thumbnail - 5,Product Image Sort - 5,Product Image URL - 6,Product Image ID - 6,Product Image File - 6,Product Image Description - 6,Product Image Is Thumbnail - 6,Product Image Sort - 6,Product Image URL - 7,Product Image ID - 7,Product Image File - 7,Product Image Description - 7,Product Image Is Thumbnail - 7,Product Image Sort - 7,Product Image URL - 8,Product Image ID - 8,Product Image File - 8,Product Image Description - 8,Product Image Is Thumbnail - 8,Product Image Sort - 8,Product Image URL - 9,Product Image ID - 9,Product Image File - 9,Product Image Description - 9,Product Image Is Thumbnail - 9,Product Image Sort - 9,Product Image URL - 10,Product Image ID - 10,Product Image File - 10,Product Image Description - 10,Product Image Is Thumbnail - 10,Product Image Sort - 10,Product Image URL - 11,Product Image ID - 11,Product Image File - 11,Product Image Description - 11,Product Image Is Thumbnail - 11,Product Image Sort - 11,Product Image URL - 12,Product Image ID - 12,Product Image File - 12,Product Image Description - 12,Product Image Is Thumbnail - 12,Product Image Sort - 12,Product Image URL - 13,Product Image ID - 13,Product Image File - 13,Product Image Description - 13,Product Image Is Thumbnail - 13,Product Image Sort - 13,Search Keywords,Page Title,Meta Keywords,Meta Description,Product Condition,Show Product Condition?,Sort Order,Product Tax Class,Product UPC/EAN,Stop Processing Rules,Product URL,Redirect Old URL?,GPS Global Trade Item Number,GPS Manufacturer Part Number,GPS Gender,GPS Age Group,GPS Color,GPS Size,GPS Material,GPS Pattern,GPS Item Group ID,GPS Category,GPS Enabled,Tax Provider Tax Code,Product Custom Fields,Minimum Purchase Quantity,Maximum Purchase Quantity,Shipping Groups,Origin Locations
271,4 Lamp Vapor Tight T8 High Bay,P,ILP-BL-4T8,,Industrial Lighting Products,,Right,"<div class=""short-description"">4 lamp vapor tight T8 high bay for wet locations or other harsh environments.</div><div class=""ProductDescription""><p>The 4 lamp wet location/vapor tight T8 high bay is designed to provide excellent light output for the harshest environments. The fiberglass reinforced polyester housing includes a closed cell poured polyurethane gasket that completely seals the fixture against humidity, dust and corrosion. A clear acrylic lens is standard and an optional polycarbonate version is available for maximum impact resistance. All internal components are easily accessible via a removable gear tray.</p> <h2><strong>SPECIFICATIONS</strong></h2> <ul> <li>95% Enchanced Aluminum, Roll Formed Reflectors Standard</li> <li>V-Hooks for Chain or Cable Hanging (Standard)</li> <li>Glass Fiber Reinforced Body</li> <li>Closed Cell Polyurethane Gasket</li> <li>4 Lamp F54 or 6 F32 up to 40&deg;C/104&deg;F Ambient</li> <li>6 Lamp F54 up to 25&deg;C/77&deg;F Ambient</li> <li><b>Wet Listed</b></li> <li>-NSF / ANSI Standard 2 - Splash Zone</li> <li>-NEMA 4X - Indoor or Outdoor Use</li> <li>-IP67 - Dust and Liquid Protected</li> <li>-ROHS Compliant</li> <li>-High Pressure Hose Down 1500 PSI</li> <li>Clear Acrylic (Standard) or Polycarbonate Lens (PC)</li> <li>High Ambient &amp; Cold Start(-20&deg;F) Ballasts Standard</li> <li>Marine Grade 316 Stainless Steel Latches/Hardware</li> </ul> <h2><strong>APPLICATIONS</strong></h2> <ul> <li>Coolers / Freezers</li> <li>Food Preparation</li> <li>Warehouse</li> <li>Distribution</li> <li>Manufacturing Plant</li> </ul></div><div class=""resources_and_downloads""><div class=""block_ResDown""> 			<h2 class=""res_down_title"">RESOURCES AND DOWNLOADS</h2> 			<p class=""resourses""><a href=""/content/resources/specs/Vapor-Tight-High-Bay.pdf"" target=""_blank"">Vapor Tight High Bay Spec Sheet</a></p></div></div>",201.25,150.85,251.41,0,0,N,"<p><strong>Housing<br></strong>Fiberglass reinforced polyester body with closed cell polyurethane gasket.</p><p><strong>Reflector<br></strong>95% enhanced aluminum, roll formed reflectors.</p><p><strong>Mounting<br></strong>V-clips for dual point chain or cable hanging (standard)</p><p><strong>Resources<br></strong><a href=""/content/resources/specs/Vapor-Tight-High-Bay.pdf"" target=""_blank"">Vapor Tight High Bay Spec Sheet</a></p>",18,0,0,0,Y,Y,,none,7/9/2021,6/12/2022,10,0,Shop by Light Source/Fluorescent Light Fixtures/Fluorescent High Bays/Fluorescent High Bay Fixtures/Wet Location High Bay;Light Fixtures/Indoor Lighting/Surface Mount Ceiling Lights/Surface Mount Linear Lighting/Vapor Proof Light Fixtures;Light Fixtures/Indoor Lighting/High Bay Lighting/Linear High Bay Lights/T8 High Bays,http://relightdepot.com/product_images/q/780/4_lamp_vapor_tight_t8_high_bay_1__46612.jpg,722,q/780/4_lamp_vapor_tight_t8_high_bay_1__46612.jpg,4 Lamp Vapor Tight T8 High Bay,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 Lamp Vapor Tight T8 High Bay,"4 lamp,lamp,bulb,vapor tight,high bay,t8,cold storage,wet location,t5 ho fixture",4 lamp vapor tight T8 high bay for wet locations or other harsh environments from RelightDepot.com.,New,N,0,Default Tax Class,,N,/4-lamp-vapor-tight-t8-high-bay/,,,BL-4T8,,,,,,,,,N,,"Light Source=T8 Fluorescent;""Fixture Size=4' Linear"";""Listings and Ratings=UL Wet Location Listed, NSF / ANSI Standard 2 Splash Zone, Nema4X, IP67 Dust Protection, RoHS Compliant, 1500 PSI High Pressure Hose Tested"";""Ballast and Voltage=120-277V or 347/480V Electronic program start ballast from Advance or GE""",0,0,,
466,Case of 50 F14T5830 Lamps,P,F14T5/830-CASE50,,Eiko Global,,Right,"<div class=""short-description"">Case of 50 F14T5/830 lamps. 3000K color temp, 85CRI, 25000 hr life at 3 hours per start.</div><div class=""ProductDescription"">Case of 50 F14T5/830 lamps. 3000K color temp, 85CRI, 25000 hr life at 3 hours per start.</div>",150,2.12,0,0,0,N,,0.5,0,0,0,Y,Y,,none,7/9/2021,6/12/2022,10,0,Electrical/Lamps & Bulbs/Fluorescent Lamps/T5 Lamps;Electrical/Lamps & Bulbs/Lamps/Linear Fluorescent Lamps/T5 and T5HO Linear Fluorescent Lamps,http://relightdepot.com/product_images/a/936/hl_t5lamp__31176.jpg,916,a/936/hl_t5lamp__31176.jpg,,N,0,http://relightdepot.com/product_images/h/219/hl_t5lamp_15__54860.jpg,917,h/219/hl_t5lamp_15__54860.jpg,,Y,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case of 50 F14T5830 Lamps,"Case,of,50,F14T5830,Lamps,F14T5/830,799385-01541",Case of 50 F14T5830 Lamps from RelightDepot.com.,New,N,0,Default Tax Class,,N,/case-of-50-f14t5830-lamps/,,,CASE50,,,,,,,,,N,,"Light Source=T5 Fluorescent;""Color Rendering Index (CRI)=85"";""Lumen Output=1350"";""Color Temperature=3000K"";""Total Input Watts=14""",0,0,,
467,Case of 50 F14T5835 Lamps,P,F14T5/835-CASE50,,Eiko Global,,Right,"<div class=""short-description"">Case of 50 F14T5/835 lamps. 3500K color temp, 85CRI, 25000 hr life at 3 hours per start.</div><div class=""ProductDescription"">Case of 50 F14T5/835 lamps. 3500K color temp, 85CRI, 25000 hr life at 3 hours per start.</div>",150,2.12,0,0,0,N,,0.5,0,0,0,Y,Y,,none,7/9/2021,6/12/2022,10,0,Electrical/Lamps & Bulbs/Fluorescent Lamps/T5 Lamps;Electrical/Lamps & Bulbs/Lamps/Linear Fluorescent Lamps/T5 and T5HO Linear Fluorescent Lamps,http://relightdepot.com/product_images/z/995/hl_t5lamp_1__07857.jpg,918,z/995/hl_t5lamp_1__07857.jpg,,N,0,http://relightdepot.com/product_images/r/282/hl_t5lamp_16__49618.jpg,919,r/282/hl_t5lamp_16__49618.jpg,,Y,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case of 50 F14T5835 Lamps,,Case of 50 F14T5835 Lamps from RelightDepot.com.,New,N,0,Default Tax Class,,N,/case-of-50-f14t5835-lamps/,,,CASE50,,,,,,,,,N,,"Light Source=T5 Fluorescent;""Color Rendering Index (CRI)=85"";""Lumen Output=1350"";""Color Temperature=3500K"";""Total Input Watts=14""",0,0,,
468,Case of 50 F14T5841 Lamps,P,F14T5/841-CASE50,,Eiko Global,,Right,"<div class=""short-description"">Case of 50 F14T5/841 lamps. 4100K color temp, 85CRI, 25000 hr life at 3 hours per start.</div><div class=""ProductDescription"">Case of 50 F14T5/841 lamps. 4100K color temp, 85CRI, 25000 hr life at 3 hours per start.</div>",150,2.12,0,0,0,N,,0.5,0,0,0,Y,Y,,none,7/9/2021,6/12/2022,10,0,Electrical/Lamps & Bulbs/Fluorescent Lamps/T5 Lamps;Electrical/Lamps & Bulbs/Lamps/Linear Fluorescent Lamps/T5 and T5HO Linear Fluorescent Lamps,http://relightdepot.com/product_images/v/766/hl_t5lamp_2__80036.jpg,920,v/766/hl_t5lamp_2__80036.jpg,,N,0,http://relightdepot.com/product_images/u/128/hl_t5lamp_17__11693.jpg,921,u/128/hl_t5lamp_17__11693.jpg,,Y,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case of 50 F14T5841 Lamps,,Case of 50 F14T5841 Lamps from RelightDepot.com.,New,N,0,Default Tax Class,,N,/case-of-50-f14t5841-lamps/,,,CASE50,,,,,,,,,N,,"Light Source=T5 Fluorescent;""Color Rendering Index (CRI)=85"";""Lumen Output=1350"";""Color Temperature=4100K"";""Total Input Watts=14""",0,0,,
469,Case of 50 F14T5865 Lamps,P,F14T5/865-CASE50,,Eiko Global,,Right,"<div class=""short-description"">Case of 50 F14T5/865 lamps. 6500K color temp, 85CRI, 25000 hr life at 3 hours per start.</div><div class=""ProductDescription"">Case of 50 F14T5/865 lamps. 6500K color temp, 85CRI, 25000 hr life at 3 hours per start.</div>",150,2.12,0,0,0,N,,0.5,0,0,0,Y,Y,,none,7/9/2021,6/12/2022,10,0,Electrical/Lamps & Bulbs/Fluorescent Lamps/T5 Lamps;Electrical/Lamps & Bulbs/Lamps/Linear Fluorescent Lamps/T5 and T5HO Linear Fluorescent Lamps,http://relightdepot.com/product_images/o/036/hl_t5lamp_3__71215.jpg,922,o/036/hl_t5lamp_3__71215.jpg,,N,0,http://relightdepot.com/product_images/h/127/hl_t5lamp_18__29302.jpg,923,h/127/hl_t5lamp_18__29302.jpg,,Y,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case of 50 F14T5865 Lamps,,Case of 50 F14T5865 Lamps from RelightDepot.com.,New,N,0,Default Tax Class,,N,/case-of-50-f14t5865-lamps/,,,CASE50,,,,,,,,,N,,"Light Source=T5 Fluorescent;""Color Rendering Index (CRI)=85"";""Lumen Output=1350"";""Color Temperature=6500K"";""Total Input Watts=14""",0,0,,
470,Case of 50 F21T5830 Lamps,P,F21T5/830-CASE50,,Eiko Global,,Right,"<div class=""short-description"">Case of 50 F21T5/830 lamps. 3000K color temp, 85CRI, 25000 hr life at 3 hours per start.</div><div class=""ProductDescription"">Case of 50 F21T5/830 lamps. 3000K color temp, 85CRI, 25000 hr life at 3 hours per start.</div>",150,2.12,0,0,0,N,,0.5,0,0,0,Y,Y,,none,7/9/2021,6/12/2022,10,0,Electrical/Lamps & Bulbs/Fluorescent Lamps/T5 Lamps;Electrical/Lamps & Bulbs/Lamps/Linear Fluorescent Lamps/T5 and T5HO Linear Fluorescent Lamps,http://relightdepot.com/product_images/a/652/hl_t5lamp_4__95647.jpg,924,a/652/hl_t5lamp_4__95647.jpg,,N,0,http://relightdepot.com/product_images/k/458/hl_t5lamp_19__20100.jpg,925,k/458/hl_t5lamp_19__20100.jpg,,Y,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case of 50 F21T5830 Lamps,,Case of 50 F21T5830 Lamps from RelightDepot.com.,New,N,0,Default Tax Class,,N,/case-of-50-f21t5830-lamps/,,,CASE50,,,,,,,,,N,,"Light Source=T5 Fluorescent;""Color Rendering Index (CRI)=85"";""Lumen Output=2100"";""Color Temperature=3000K"";""Total Input Watts=21""",0,0,,
471,Case of 25 F21T5835 Lamps,P,F21T5/835-CASE25,,Eiko Global,,Right,"<div class=""short-description"">Case of 25 F21T5/835 lamps. 3500K color temp, 85CRI, 25000 hr life at 3 hours per start.</div><div class=""ProductDescription"">Case of 25 F21T5/835 lamps. 3500K color temp, 85CRI, 25000 hr life at 3 hours per start.</div>",75,2.12,0,0,0,N,,0.5,0,0,0,Y,Y,,none,7/9/2021,6/12/2022,10,0,Electrical/Lamps & Bulbs/Fluorescent Lamps/T5 Lamps;Electrical/Lamps & Bulbs/Lamps/Linear Fluorescent Lamps/T5 and T5HO Linear Fluorescent Lamps,http://relightdepot.com/product_images/s/029/hl_t5lamp_5__54695.jpg,926,s/029/hl_t5lamp_5__54695.jpg,,N,0,http://relightdepot.com/product_images/l/522/hl_t5lamp_20__28343.jpg,927,l/522/hl_t5lamp_20__28343.jpg,,Y,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case of 25 F21T5835 Lamps,,Case of 25 F21T5835 Lamps from RelightDepot.com.,New,N,0,Default Tax Class,,N,/case-of-25-f21t5835-lamps/,,,CASE25,,,,,,,,,N,,"Light Source=T5 Fluorescent;""Color Rendering Index (CRI)=85"";""Lumen Output=2100"";""Color Temperature=3500K"";""Total Input Watts=21""",0,0,,
472,Case of 25 F21T5841 Lamps,P,F21T5/841-CASE25,,Eiko Global,,Right,"<div class=""short-description"">Case of 25 F21T5/841 lamps. 4100K color temp, 85CRI, 25000 hr life at 3 hours per start.</div><div class=""ProductDescription"">Case of 25 F21T5/841 lamps. 4100K color temp, 85CRI, 25000 hr life at 3 hours per start.</div>",75,2.12,0,0,0,N,,0.5,0,0,0,Y,Y,,none,7/9/2021,6/12/2022,10,0,Electrical/Lamps & Bulbs/Fluorescent Lamps/T5 Lamps;Electrical/Lamps & Bulbs/Lamps/Linear Fluorescent Lamps/T5 and T5HO Linear Fluorescent Lamps,http://relightdepot.com/product_images/a/502/hl_t5lamp_6__74732.jpg,928,a/502/hl_t5lamp_6__74732.jpg,,N,0,http://relightdepot.com/product_images/q/880/hl_t5lamp_21__40200.jpg,929,q/880/hl_t5lamp_21__40200.jpg,,Y,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case of 25 F21T5841 Lamps,,Case of 25 F21T5841 Lamps from RelightDepot.com.,New,N,0,Default Tax Class,,N,/case-of-25-f21t5841-lamps/,,,CASE25,,,,,,,,,N,,"Light Source=T5 Fluorescent;""Color Rendering Index (CRI)=85"";""Lumen Output=2100"";""Color Temperature=4100K"";""Total Input Watts=21""",0,0,,
473,Case of 25 F21T5850 Lamps,P,F21T5/850-CASE25,,Eiko Global,,Right,"<div class=""short-description"">Case of 25 F21T5/850 lamps. 5000K color temp, 85CRI, 25000 hr life at 3 hours per start.</div><div class=""ProductDescription"">Case of 25 F21T5/850 lamps. 5000K color temp, 85CRI, 25000 hr life at 3 hours per start.</div>",75,2.12,0,0,0,N,,0.5,0,0,0,Y,Y,,none,7/9/2021,6/12/2022,10,0,Electrical/Lamps & Bulbs/Fluorescent Lamps/T5 Lamps;Electrical/Lamps & Bulbs/Lamps/Linear Fluorescent Lamps/T5 and T5HO Linear Fluorescent Lamps,http://relightdepot.com/product_images/b/505/hl_t5lamp_7__33268.jpg,930,b/505/hl_t5lamp_7__33268.jpg,,N,0,http://relightdepot.com/product_images/m/242/hl_t5lamp_22__28538.jpg,931,m/242/hl_t5lamp_22__28538.jpg,,Y,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T5: 21W Fluorescent Lamps F21T5/850 (Pack of 25 Bulbs),,"Case of 25 21W F21T5/850 T5 high-output lamps. 5000K color temperature, 85CRI, 25000 hr life at 3 hours per start; for industrial warehouses & commercial",New,N,0,Default Tax Class,,N,/case-of-25-f21t5850-lamps/,,,CASE25,,,,,,,,,N,,"Light Source=T5 Fluorescent;""Color Rendering Index (CRI)=85"";""Lumen Output=2100"";""Color Temperature=5000K"";""Total Input Watts=21""",0,0,,
474,Case of 25 F21T5865 Lamps,P,F21T5/865-CASE25,,Eiko Global,,Right,"<div class=""short-description"">Case of 25 F21T5/865 lamps. 6500K color temp, 85CRI, 25000 hr life at 3 hours per start.</div><div class=""ProductDescription"">Case of 25 F21T5/865 lamps. 6500K color temp, 85CRI, 25000 hr life at 3 hours per start.</div>",75,2.12,0,0,0,N,,0.5,0,0,0,Y,Y,,none,7/9/2021,6/12/2022,10,0,Electrical/Lamps & Bulbs/Fluorescent Lamps/T5 Lamps;Electrical/Lamps & Bulbs/Lamps/Linear Fluorescent Lamps/T5 and T5HO Linear Fluorescent Lamps,http://relightdepot.com/product_images/e/887/hl_t5lamp_8__41030.jpg,932,e/887/hl_t5lamp_8__41030.jpg,,N,0,http://relightdepot.com/product_images/g/241/hl_t5lamp_23__95384.jpg,933,g/241/hl_t5lamp_23__95384.jpg,,Y,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case of 25 F21T5865 Lamps,,Case of 25 F21T5865 Lamps from RelightDepot.com.,New,N,0,Default Tax Class,,N,/case-of-25-f21t5865-lamps/,,,CASE25,,,,,,,,,N,,"Light Source=T5 Fluorescent;""Color Rendering Index (CRI)=85"";""Lumen Output=2100"";""Color Temperature=6500K"";""Total Input Watts=21""",0,0,,
475,Case of 50 F24T5830HO Lamps,P,F24T5/830/HO-CASE50,,Eiko Global,,Right,"<div class=""short-description"">Case of 50 F24T5/830/HO lamps. 3000K color temp, 85CRI, 25000 hr life at 3 hours per start.</div><div class=""ProductDescription"">Case of 50 F24T5/830/HO lamps. 3000K color temp, 85CRI, 25000 hr life at 3 hours per start.</div>",150,2.12,0,0,0,N,,0.5,0,0,0,Y,Y,,none,7/9/2021,6/12/2022,10,0,Electrical/Lamps & Bulbs/Fluorescent Lamps/T5HO Lamps;Electrical/Lamps & Bulbs/Lamps/Linear Fluorescent Lamps/T5 and T5HO Linear Fluorescent Lamps,http://relightdepot.com/product_images/b/613/hl_t5lamp_9__30340.jpg,934,b/613/hl_t5lamp_9__30340.jpg,,N,0,http://relightdepot.com/product_images/b/536/hl_t5lamp_24__76830.jpg,935,b/536/hl_t5lamp_24__76830.jpg,,Y,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case of 50 F24T5830HO Lamps,,Case of 50 F24T5830HO Lamps from RelightDepot.com.,New,N,0,Default Tax Class,,N,/case-of-50-f24t5830ho-lamps/,,,CASE50,,,,,,,,,N,,"Light Source=T5HO Fluorescent;""Color Rendering Index (CRI)=85"";""Lumen Output=2000"";""Color Temperature=3000K"";""Total Input Watts=24""",0,0,,
