parent_sku,child_sku,Wattage_Options
LT-LEDMCL-2LM-Trimless,LT-LEDMCL-2LM-Trimless-15W-4000K-277V-M36,"15 System Watts"
LT-LEDMCL-2LM-Trimless,LT-LEDMCL-2LM-Trimless-15W-4000K-277V-W60,"15 System Watts"
LT-LEDMCL-2LM-Trimless,LT-LEDMCL-2LM-Trimless-20W-3000K-120V-N28,"20 System Watts"
LT-LEDMCL-2LM-Trimless,LT-LEDMCL-2LM-Trimless-20W-3000K-120V-M36,"20 System Watts"
LT-LEDMCL-2LM-Trimless,LT-LEDMCL-2LM-Trimless-20W-3000K-120V-W60,"20 System Watts"
LT-LEDMCL-2LM-Trimless,LT-LEDMCL-2LM-Trimless-20W-3000K-277V-N28,"20 System Watts"
LT-LEDMCL-2LM-Trimless,LT-LEDMCL-2LM-Trimless-20W-3000K-277V-M36,"20 System Watts"
LT-LEDMCL-2LM-Trimless,LT-LEDMCL-2LM-Trimless-20W-3000K-277V-W60,"20 System Watts"
LT-LEDMCL-2LM-Trimless,LT-LEDMCL-2LM-Trimless-20W-3500K-120V-N28,"20 System Watts"
LT-LEDMCL-2LM-Trimless,LT-LEDMCL-2LM-Trimless-20W-3500K-120V-M36,"20 System Watts"
LT-LEDMCL-2LM-Trimless,LT-LEDMCL-2LM-Trimless-20W-3500K-120V-W60,"20 System Watts"
LT-LEDMCL-2LM-Trimless,LT-LEDMCL-2LM-Trimless-20W-3500K-277V-N28,"20 System Watts"
LT-LEDMCL-2LM-Trimless,LT-LEDMCL-2LM-Trimless-20W-3500K-277V-M36,"20 System Watts"
LT-LEDMCL-2LM-Trimless,LT-LEDMCL-2LM-Trimless-20W-3500K-277V-W60,"20 System Watts"
LT-LEDMCL-2LM-Trimless,LT-LEDMCL-2LM-Trimless-20W-4000K-120V-N28,"20 System Watts"
LT-LEDMCL-2LM-Trimless,LT-LEDMCL-2LM-Trimless-20W-4000K-120V-M36,"20 System Watts"
LT-LEDMCL-2LM-Trimless,LT-LEDMCL-2LM-Trimless-20W-4000K-120V-W60,"20 System Watts"
LT-LEDMCL-2LM-Trimless,LT-LEDMCL-2LM-Trimless-20W-4000K-277V-N28,"20 System Watts"
LT-LEDMCL-2LM-Trimless,LT-LEDMCL-2LM-Trimless-20W-4000K-277V-M36,"20 System Watts"
LT-LEDMCL-2LM-Trimless,LT-LEDMCL-2LM-Trimless-20W-4000K-277V-W60,"20 System Watts"
LT-LEDMCL-2LM-Trimless,LT-LEDMCL-2LM-Trimless-30W-3000K-120V-N28,"30 System Watts"
LT-LEDMCL-2LM-Trimless,LT-LEDMCL-2LM-Trimless-30W-3000K-120V-M36,"30 System Watts"
LT-LEDMCL-2LM-Trimless,LT-LEDMCL-2LM-Trimless-30W-3000K-120V-W60,"30 System Watts"
LT-LEDMCL-2LM-Trimless,LT-LEDMCL-2LM-Trimless-30W-3000K-277V-N28,"30 System Watts"
LT-LEDMCL-2LM-Trimless,LT-LEDMCL-2LM-Trimless-30W-3000K-277V-M36,"30 System Watts"
LT-LEDMCL-2LM-Trimless,LT-LEDMCL-2LM-Trimless-30W-3000K-277V-W60,"30 System Watts"
LT-LEDMCL-2LM-Trimless,LT-LEDMCL-2LM-Trimless-30W-3500K-120V-N28,"30 System Watts"
LT-LEDMCL-2LM-Trimless,LT-LEDMCL-2LM-Trimless-30W-3500K-120V-M36,"30 System Watts"
LT-LEDMCL-2LM-Trimless,LT-LEDMCL-2LM-Trimless-30W-3500K-120V-W60,"30 System Watts"
LT-LEDMCL-2LM-Trimless,LT-LEDMCL-2LM-Trimless-30W-3500K-277V-N28,"30 System Watts"
LT-LEDMCL-2LM-Trimless,LT-LEDMCL-2LM-Trimless-30W-3500K-277V-M36,"30 System Watts"
LT-LEDMCL-2LM-Trimless,LT-LEDMCL-2LM-Trimless-30W-3500K-277V-W60,"30 System Watts"
LT-LEDMCL-2LM-Trimless,LT-LEDMCL-2LM-Trimless-30W-4000K-120V-N28,"30 System Watts"
LT-LEDMCL-2LM-Trimless,LT-LEDMCL-2LM-Trimless-30W-4000K-120V-M36,"30 System Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-15W-3000K-120V-N28,"15 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-15W-3000K-120V-M36,"15 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-15W-3000K-120V-W60,"15 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-15W-3000K-277V-N28,"15 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-15W-3000K-277V-M36,"15 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-15W-3000K-277V-W60,"15 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-15W-3500K-120V-N28,"15 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-15W-3500K-120V-M36,"15 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-15W-3500K-120V-W60,"15 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-15W-3500K-277V-N28,"15 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-15W-3500K-277V-M36,"15 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-15W-3500K-277V-W60,"15 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-15W-4000K-120V-N28,"15 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-15W-4000K-120V-M36,"15 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-15W-4000K-120V-W60,"15 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-15W-4000K-277V-N28,"15 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-15W-4000K-277V-M36,"15 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-15W-4000K-277V-W60,"15 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-20W-3000K-120V-N28,"20 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-20W-3000K-120V-M36,"20 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-20W-3000K-120V-W60,"20 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-20W-3000K-277V-N28,"20 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-20W-3000K-277V-M36,"20 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-20W-3000K-277V-W60,"20 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-20W-3500K-120V-N28,"20 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-20W-3500K-120V-M36,"20 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-20W-3500K-120V-W60,"20 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-20W-3500K-277V-N28,"20 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-20W-3500K-277V-M36,"20 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-20W-3500K-277V-W60,"20 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-20W-4000K-120V-N28,"20 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-20W-4000K-120V-M36,"20 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-20W-4000K-120V-W60,"20 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-20W-4000K-277V-N28,"20 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-20W-4000K-277V-M36,"20 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-20W-4000K-277V-W60,"20 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-30W-3000K-120V-N28,"30 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-30W-3000K-120V-M36,"30 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-30W-3000K-120V-W60,"30 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-30W-3000K-277V-N28,"30 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-30W-3000K-277V-M36,"30 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-30W-3000K-277V-W60,"30 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-30W-3500K-120V-N28,"30 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-30W-3500K-120V-M36,"30 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-30W-3500K-120V-W60,"30 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-30W-3500K-277V-N28,"30 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-30W-3500K-277V-M36,"30 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-30W-3500K-277V-W60,"30 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-30W-4000K-120V-N28,"30 Watts"
LT-LEDMCL-3LM-Trimless,LT-LEDMCL-3LM-Trimless-30W-4000K-120V-M36,"30 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-15W-3000K-120V-N28,"15 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-15W-3000K-120V-M36,"15 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-15W-3000K-120V-W60,"15 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-15W-3000K-277V-N28,"15 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-15W-3000K-277V-M36,"15 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-15W-3000K-277V-W60,"15 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-15W-3500K-120V-N28,"15 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-15W-3500K-120V-M36,"15 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-15W-3500K-120V-W60,"15 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-15W-3500K-277V-N28,"15 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-15W-3500K-277V-M36,"15 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-15W-3500K-277V-W60,"15 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-15W-4000K-120V-N28,"15 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-15W-4000K-120V-M36,"15 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-15W-4000K-120V-W60,"15 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-15W-4000K-277V-N28,"15 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-15W-4000K-277V-M36,"15 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-15W-4000K-277V-W60,"15 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-20W-3000K-120V-N28,"20 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-20W-3000K-120V-M36,"20 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-20W-3000K-120V-W60,"20 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-20W-3000K-277V-N28,"20 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-20W-3000K-277V-M36,"20 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-20W-3000K-277V-W60,"20 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-20W-3500K-120V-N28,"20 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-20W-3500K-120V-M36,"20 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-20W-3500K-120V-W60,"20 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-20W-3500K-277V-N28,"20 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-20W-3500K-277V-M36,"20 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-20W-3500K-277V-W60,"20 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-20W-4000K-120V-N28,"20 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-20W-4000K-120V-M36,"20 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-20W-4000K-120V-W60,"20 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-20W-4000K-277V-N28,"20 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-20W-4000K-277V-M36,"20 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-20W-4000K-277V-W60,"20 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-30W-3000K-120V-N28,"30 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-30W-3000K-120V-M36,"30 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-30W-3000K-120V-W60,"30 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-30W-3000K-277V-N28,"30 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-30W-3000K-277V-M36,"30 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-30W-3000K-277V-W60,"30 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-30W-3500K-120V-N28,"30 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-30W-3500K-120V-M36,"30 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-30W-3500K-120V-W60,"30 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-30W-3500K-277V-N28,"30 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-30W-3500K-277V-M36,"30 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-30W-3500K-277V-W60,"30 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-30W-4000K-120V-N28,"30 Watts"
LT-LEDMCL-4LM-Trimless,LT-LEDMCL-4LM-Trimless-30W-4000K-120V-M36,"30 Watts"
AEL-LRKT240,AEL-LRKT240-SM,"32 Watts"
AEL-LRKT240,AEL-LRKT240-MM,"40 Watts"
AEL-AE47,AEL-AE47-940,"13 Watts"
AEL-AE47,AEL-AE47-1540,"22 Watts"
AEL-AE47,AEL-AE47-1940,"32 Watts"
AEL-LTDL24,AEL-LTDL24DA-30HSM4A4B4CW,"40 Watts"
AEL-LTDL24,AEL-LTDL24DA-30HMSM4A4B4CW,"80 Watts"
AEL-LTDL24,AEL-LTDL24DA-35HSM4A4B4CW,"40 Watts"
AEL-LTDL24,AEL-LTDL24DA-35HMSM4A4B4CW,"80 Watts"
AEL-LTDL24,AEL-LTDL24DA-40HSM4A4B4CW,"40 Watts"
AEL-LTDL24,AEL-LTDL24DA-40HMSM4A4B4CW,"80 Watts"
AEL-LTDL24,AEL-LTDL24DA-50HSM4A4B4CW,"40 Watts"
AEL-LTDL24,AEL-LTDL24DA-50HMSM4A4B4CW,"80 Watts"
AEL-LUFOHBRS,AEL-LUFOHBRS-14-4K,"102 Watts"
AEL-LUFOHBRS,AEL-LUFOHBRS-14-5K,"102 Watts"
AEL-LUFOHBRS,AEL-LUFOHBRS-21-4K,"151 Watts"
AEL-LUFOHBRS,AEL-LUFOHBRS-21-5K,"151 Watts"
DG-HLV1AVQ,DG-HLV1AVQ22-U-4K-CP,"22 Watts"
DG-HLV1AVQ,DG-HLV1AVQ22-U-4K-LP,"22 Watts"
DG-HLV1AVQ,DG-HLV1AVQ22-U-5K-CP,"22 Watts"
DG-HLV1AVQ,DG-HLV1AVQ22-U-5K-LP,"22 Watts"
DG-HLV1AVQ,DG-HLV1AVQ37-U-4K-CP,"37 Watts"
DG-HLV1AVQ,DG-HLV1AVQ37-U-4K-LP,"37 Watts"
DG-HLV1AVQ,DG-HLV1AVQ37-U-5K-CP,"37 Watts"
DG-HLV1AVQ,DG-HLV1AVQ37-U-5K-LP,"37 Watts"
DG-HLV1AHQ,DG-HLV1AHQ-F22-U-4K-C-P,"22 Watts"
DG-HLV1AHQ,DG-HLV1AHQ-F22-U-4K-L-P,"22 Watts"
DG-HLV1AHQ,DG-HLV1AHQ-F22-U-5K-C-P,"22 Watts"
DG-HLV1AHQ,DG-HLV1AHQ-F22-U-5K-L-P,"22 Watts"
DG-HLV1AHQ,DG-HLV1AHQ-F37-U-4K-C-P,"37 Watts"
DG-HLV1AHQ,DG-HLV1AHQ-F37-U-4K-L-P,"37 Watts"
DG-HLV1AHQ,DG-HLV1AHQ-F37-U-5K-C-P,"37 Watts"
DG-HLV1AHQ,DG-HLV1AHQ-F37-U-5K-L-P,"37 Watts"
AEL-LHBE,AEL-LHBE-100-735,"99 Watts"
AEL-LHBE,AEL-LHBE-100-740,"99 Watts"
AEL-LHBE,AEL-LHBE-100-750,"99 Watts"
AEL-LHBE,AEL-LHBE-150-735,"144 Watts"
AEL-LHBE,AEL-LHBE-150-740,"144 Watts"
AEL-LHBE,AEL-LHBE-150-750,"144 Watts"
AEL-LHBE,AEL-LHBE-200-735,"206 Watts"
AEL-LHBE,AEL-LHBE-200-740,"206 Watts"
AEL-LHBE,AEL-LHBE-200-750,"206 Watts"
AEL-LHBA4,AEL-LHBA4-L-27M,"267 Watts"
AEL-LHBA4,AEL-LHBA4-L-30M,"267 Watts"
AEL-LHBA4,AEL-LHBA4-L-35M,"267 Watts"
AEL-LHBA4,AEL-LHBA4-L-40M,"267 Watts"
AEL-LHBA4,AEL-LHBA4-L-50M,"267 Watts"
AEL-LHBA4,AEL-LHBA4-M-27M,"320 Watts"
AEL-LHBA4,AEL-LHBA4-M-30M,"320 Watts"
AEL-LHBA4,AEL-LHBA4-M-35M,"320 Watts"
AEL-LHBA4,AEL-LHBA4-M-40M,"320 Watts"
AEL-LHBA4,AEL-LHBA4-M-50M,"320 Watts"
AEL-LHBA,AEL-LHBA-2-27M,"87 Watts"
AEL-LHBA,AEL-LHBA-2-30M,"87 Watts"
AEL-LHBA,AEL-LHBA-2-35M,"87 Watts"
AEL-LHBA,AEL-LHBA-2-40M,"87 Watts"
AEL-LHBA,AEL-LHBA-2-50M,"87 Watts"
AEL-LHBA,AEL-LHBA-2M-27M,"132 Watts"
AEL-LHBA,AEL-LHBA-2M-30M,"132 Watts"
AEL-LHBA,AEL-LHBA-2M-35M,"132 Watts"
AEL-LHBA,AEL-LHBA-2M-40M,"132 Watts"
AEL-LHBA,AEL-LHBA-2M-50M,"132 Watts"
AEL-LHBA,AEL-LHBA-2H-27M,"180 Watts"
AEL-LHBA,AEL-LHBA-2H-30M,"180 Watts"
AEL-LHBA,AEL-LHBA-2H-35M,"180 Watts"
AEL-LHBA,AEL-LHBA-2H-40M,"180 Watts"
AEL-LHBA,AEL-LHBA-2H-50M,"180 Watts"
TF-HBCA48L,TF-HBCA48L-N110W14000LA10DMV-30K,"110 Watts"
TF-HBCA48L,TF-HBCA48L-N110W14000LA10DMV-35K,"110 Watts"
TF-HBCA48L,TF-HBCA48L-N110W14000LA10DMV-40K,"110 Watts"
TF-HBCA48L,TF-HBCA48L-N110W14000LA10DMV-50K,"110 Watts"
TF-HBCA48L,TF-HBCA48L-N144W20000LA10DMV-30K,"144 Watts"
TF-HBCA48L,TF-HBCA48L-N144W20000LA10DMV-35K,"144 Watts"
TF-HBCA48L,TF-HBCA48L-N144W20000LA10DMV-40K,"144 Watts"
TF-HBCA48L,TF-HBCA48L-N144W20000LA10DMV-50K,"144 Watts"
TF-HBCA96L,TF-HBCA96L-N162W22000LA10DMV-30K,"162 Watts"
TF-HBCA96L,TF-HBCA96L-N162W22000LA10DMV-35K,"162 Watts"
TF-HBCA96L,TF-HBCA96L-N162W22000LA10DMV-40K,"162 Watts"
TF-HBCA96L,TF-HBCA96L-N162W22000LA10DMV-50K,"162 Watts"
TF-HBCA96L,TF-HBCA96L-N220W27000LA10DMV-30K,"220 Watts"
TF-HBCA96L,TF-HBCA96L-N220W27000LA10DMV-35K,"220 Watts"
TF-HBCA96L,TF-HBCA96L-N220W27000LA10DMV-40K,"220 Watts"
TF-HBCA96L,TF-HBCA96L-N220W27000LA10DMV-50K,"220 Watts"
TF-HBCA96L,TF-HBCA96L-N288W35000LA10DMV-30K,"288 Watts"
TF-HBCA96L,TF-HBCA96L-N288W35000LA10DMV-35K,"288 Watts"
TF-HBCA96L,TF-HBCA96L-N288W35000LA10DMV-40K,"288 Watts"
TF-HBCA96L,TF-HBCA96L-N288W35000LA10DMV-50K,"288 Watts"
LT-WCED-3D-DOB,LT-WCED-3D-13-830-(ZT)DOB-WH,"13 Watts"
LT-WCED-3D-DOB,LT-WCED-3D-13-830-(ZT)DOB-BK,"13 Watts"
LT-WCED-3D-DOB,LT-WCED-3D-13-830-(ZT)DOB-SI,"13 Watts"
LT-WCED-3D-DOB,LT-WCED-3D-13-835-(ZT)DOB-WH,"13 Watts"
LT-WCED-3D-DOB,LT-WCED-3D-13-835-(ZT)DOB-BK,"13 Watts"
LT-WCED-3D-DOB,LT-WCED-3D-13-835-(ZT)DOB-SI,"13 Watts"
LT-WCED-3D-DOB,LT-WCED-3D-13-840-(ZT)DOB-WH,"13 Watts"
LT-WCED-3D-DOB,LT-WCED-3D-13-840-(ZT)DOB-BK,"13 Watts"
LT-WCED-3D-DOB,LT-WCED-3D-13-840-(ZT)DOB-SI,"13 Watts"
LT-WCED-3D-DOB,LT-WCED-3D-17-830-(ZT)DOB-WH,"17 Watts"
LT-WCED-3D-DOB,LT-WCED-3D-17-830-(ZT)DOB-BK,"17 Watts"
LT-WCED-3D-DOB,LT-WCED-3D-17-830-(ZT)DOB-SI,"17 Watts"
LT-WCED-3D-DOB,LT-WCED-3D-17-835-(ZT)DOB-WH,"17 Watts"
LT-WCED-3D-DOB,LT-WCED-3D-17-835-(ZT)DOB-BK,"17 Watts"
LT-WCED-3D-DOB,LT-WCED-3D-17-835-(ZT)DOB-SI,"17 Watts"
LT-WCED-3D-DOB,LT-WCED-3D-17-840-(ZT)DOB-WH,"17 Watts"
LT-WCED-3D-DOB,LT-WCED-3D-17-840-(ZT)DOB-BK,"17 Watts"
LT-WCED-3D-DOB,LT-WCED-3D-17-840-(ZT)DOB-SI,"17 Watts"
LT-WCED-3UD-DOB,LT-WCED-3UD-13-830(ZT)DOB-WH,"13 Watts"
LT-WCED-3UD-DOB,LT-WCED-3UD-13-830(ZT)DOB-BK,"13 Watts"
LT-WCED-3UD-DOB,LT-WCED-3UD-13-830(ZT)DOB-SI,"13 Watts"
LT-WCED-3UD-DOB,LT-WCED-3UD-13-835(ZT)DOB-WH,"13 Watts"
LT-WCED-3UD-DOB,LT-WCED-3UD-13-835(ZT)DOB-BK,"13 Watts"
LT-WCED-3UD-DOB,LT-WCED-3UD-13-835(ZT)DOB-SI,"13 Watts"
LT-WCED-3UD-DOB,LT-WCED-3UD-13-840(ZT)DOB-WH,"13 Watts"
LT-WCED-3UD-DOB,LT-WCED-3UD-13-840(ZT)DOB-BK,"13 Watts"
LT-WCED-3UD-DOB,LT-WCED-3UD-13-840(ZT)DOB-SI,"13 Watts"
LT-WCED-3UD-DOB,LT-WCED-3UD-17-830(ZT)DOB-WH,"17 Watts"
LT-WCED-3UD-DOB,LT-WCED-3UD-17-830(ZT)DOB-BK,"17 Watts"
LT-WCED-3UD-DOB,LT-WCED-3UD-17-830(ZT)DOB-SI,"17 Watts"
LT-WCED-3UD-DOB,LT-WCED-3UD-17-835(ZT)DOB-WH,"17 Watts"
LT-WCED-3UD-DOB,LT-WCED-3UD-17-835(ZT)DOB-BK,"17 Watts"
LT-WCED-3UD-DOB,LT-WCED-3UD-17-835(ZT)DOB-SI,"17 Watts"
LT-WCED-3UD-DOB,LT-WCED-3UD-17-840(ZT)DOB-WH,"17 Watts"
LT-WCED-3UD-DOB,LT-WCED-3UD-17-840(ZT)DOB-BK,"17 Watts"
LT-WCED-3UD-DOB,LT-WCED-3UD-17-840(ZT)DOB-SI,"17 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-13-830-(ZT)DOB-WH,"13 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-13-830-(ZT)DOB-BK,"13 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-13-830-(ZT)DOB-SI,"13 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-13-835-(ZT)DOB-WH,"13 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-13-835-(ZT)DOB-BK,"13 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-13-835-(ZT)DOB-SI,"13 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-13-840-(ZT)DOB-WH,"13 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-13-840-(ZT)DOB-BK,"13 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-13-840-(ZT)DOB-SI,"13 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-17-830-(ZT)DOB-WH,"17 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-17-830-(ZT)DOB-BK,"17 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-17-830-(ZT)DOB-SI,"17 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-17-835-(ZT)DOB-WH,"17 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-17-835-(ZT)DOB-BK,"17 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-17-835-(ZT)DOB-SI,"17 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-17-840-(ZT)DOB-WH,"17 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-17-840-(ZT)DOB-BK,"17 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-17-840-(ZT)DOB-SI,"17 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-27-830-(ZT)DOB-WH,"27 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-27-830-(ZT)DOB-BK,"27 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-27-830-(ZT)DOB-SI,"27 Watts"
