parent_sku,child_sku,"Finish Options"
SW-SWX-131-1-D,SW-SWX-131-1-D-BK,Black
SW-SWX-131-1-D,SW-SWX-131-1-D-RD,Red
SW-SWX-133-1-D,SW-SWX-133-1-D-WH,White
SW-SWX-133-1-D,SW-SWX-133-1-D-IV,Ivory
SW-SWX-133-1-D,SW-SWX-133-1-D-LA,"Light Almond"
SW-SWX-133-1-D,SW-SWX-133-1-D-GY,Gray
SW-SWX-133-1-D,SW-SWX-133-1-D-BK,Black
SW-SWX-133-1-D,SW-SWX-133-1-D-RD,Red
WM-BOL-42-R-C-F-MCTP,WM-BOL-42-R-C-F-MCTP-BK,Black
WM-BOL-42-R-C-F-MCTP,WM-BOL-42-R-C-F-MCTP-BR,Brown
WM-BOL-44-R-C-C-MCTP,WM-BOL-44-R-C-C-MCTP-BK,Black
WM-BOL-44-R-C-C-MCTP,WM-BOL-44-R-C-C-MCTP-BR,Brown
WM-BOL-44-R-C-F-MCTP,WM-BOL-44-R-C-F-MCTP-BK,Black
WM-BOL-44-R-C-F-MCTP,WM-BOL-44-R-C-F-MCTP-BR,Brown
TF-CLLLSF48L,TF-CLLLSF48L31WCDMV30KSAHC605WH,"Satin Aluminum"
TF-CLLLSF48L,TF-CLLLSF48L31WCDMV30KWHHC605WH,White
TF-CLLLSF96L,TF-CLLLSF96L62WCDMV30KSAHC605WH,"Satin Aluminum"
TF-CLLLSF96L,TF-CLLLSF96L62WCDMV30KWHHC605WH,White
TF-CLLLSF144L,TF-CLLLSF144L93WCDMV30KSAHC605WH,"Satin Aluminum"
TF-CLLLSF144L,TF-CLLLSF144L93WCDMV30KWHHC605WH,White
WM-RSL6-30K,WM-RSL6-30K-BN,"Brushed Nickel"
WM-RSL6-30K,WM-RSL6-30K-ORB,"Oil-Rubbed Bronze"
WM-LS-160,WM-LS-160-AN,"Antique Bronze"
WM-LS-160,WM-LS-160-BZ,Bronze
WM-LVB-18-MCT,WM-LVB-18-MCT-BN,Brushed-Nickel
WM-LVB-18-MCT,WM-LVB-18-MCT-PC,Polished-Chrome
WM-LVB-24-MCT,WM-LVB-24-MCT-BN,Brushed-Nickel
WM-LVB-24-MCT,WM-LVB-24-MCT-PC,Polished-Chrome
WM-LVB-36-MCT,WM-LVB-36-MCT-BN,Brushed-Nickel
WM-LVB-36-MCT,WM-LVB-36-MCT-PC,Polished-Chrome
WM-SL-40W-MCT-D,WM-SL-40W-MCT-BZ-D,Bronze
WM-SL-40W-MCT-D,WM-SL-40W-MCT-WH-D,White
WM-LVB-48-MCT,WM-LVB-48-MCT-BN,Brushed-Nickel
WM-LVB-48-MCT,WM-LVB-48-MCT-PC,Polished-Chrome
WM-LVW-310-MCT,WM-LVW-310-MCT-ORB,White
WM-LVW-310-MCT,WM-LVW-310-MCT-WH,"Oil-Rubbed Bronze"
WM-LDS-MCT5-DT,WM-LDS-MCT5-DT-ORB,"Oil Rubbed Bronze"
WM-LDS-MCT5-DT,WM-LDS-MCT5-DT-SIL,Silver
WM-SL-20W-MCT,WM-SL-20W-MCT-WH-P,White
WM-SL-20W-MCT,WM-SL-20W-MCT-BZ-P,Bronze
WM-SL-30W-MCT,WM-SL-30W-MCT-WH-P,White
WM-SL-30W-MCT,WM-SL-30W-MCT-BZ-P,Bronze
LLL-LL4G-HO-DTW,LLL-LL4G-32K-HO-WH-DTW,White
LLL-LL4G-HO-DTW,LLL-LL4G-32K-HO-BK-DTW,Black
LLL-LL4G-HO-DTW,LLL-LL4G-32K-HO-BN-DTW,"Brushed Nickel"
WM-WMC2-12V-DL-MCT,WM-WMC2-12V-DL-MCT-ORB,"Oil-Rubbed Bronze"
WM-WMC2-12V-DL-MCT,WM-WMC2-12V-DL-MCT-BN,"Brushed Nickel"
WM-WMC2-12V-UDL-MCT,WM-WMC2-12V-UDL-MCT-ORB,"Oil-Rubbed Bronze"
WM-WMC2-12V-UDL-MCT,WM-WMC2-12V-UDL-MCT-BN,"Brushed Nickel"
WM-SL-30W-MCT-D,WM-SL-30W-MCT-BZ-D,Bronze
WM-SL-30W-MCT-D,WM-SL-30W-MCT-WH-D,White
WM-SL-20W-MCT-D,WM-SL-20W-MCT-BZ-D,Bronze
WM-SL-20W-MCT-D,WM-SL-20W-MCT-WH-D,White
WM-LFX-SM-10-30W-MCTP-KN-,WM-LFX-SM-10-30W-MCTP-KN-SV,Silver
WM-LFX-SM-10-30W-MCTP-KN-,WM-LFX-SM-10-30W-MCTP-KN-BK,Black
WM-LFX-MD-15-50W-MCTP-KN-,WM-LFX-MD-15-50W-MCTP-KN-BK,Silver
WM-LFX-MD-15-50W-MCTP-KN-,WM-LFX-MD-15-50W-MCTP-KN-SV,Black
WM-CRLC4-15W-MCT-A,WM-CRLC4-15W-MCT-A-D,Haze
WM-CRLC4-15W-MCT-A,WM-CRLC4-15W-MCT-A-D-WH,White
LLL-LRG4-DTW,LLL-LRG4-32K-WH-DTW,White
LLL-LRG4-DTW,LLL-LRG4-32K-BK-DTW,Black
WM-CRLC4-20W-MCT-A,WM-CRLC4-20W-MCT-A-D,Haze
WM-CRLC4-20W-MCT-A,WM-CRLC4-20W-MCT-A-D-WH,White
WM-CRLC4-40W-MCTP-A,WM-CRLC4-40W-MCTP-A-D,Haze
WM-CRLC4-40W-MCTP-A,WM-CRLC4-40W-MCTP-A-D-WH,White
WM-CRLC4-40W-MCTP-SA,WM-CRLC4-40W-MCTP-SA-D,Haze
WM-CRLC4-40W-MCTP-SA,WM-CRLC4-40W-MCTP-SA-D-WH,White
LLL-LRG4-HO-DTW,LLL-LRG4-32K-HO-WH-DTW,White
LLL-LRG4-HO-DTW,LLL-LRG4-32K-HO-BK-DTW,Black
CTL-LB25MR16,CTL-LB25MR16/BL,Blue
CTL-LB25MR16,CTL-LB25MR16/GR,Green
CTL-LB25MR16,CTL-LB25MR16/RD,Red
WM-A-41,WM-A-41-BK,"Black Powder"
WM-A-41,WM-A-41-BR,"Bronze Powder"
