ProductId,Product Name,Product Code/SKU
2385,"Residential Grade Toggle Switch Four Way 15A, 120/277V",EN-84150
2387,132 Watt Hazardous Location DuraLED Explosion Proof Flood,DG-HLF25QF1X132U
2390,"2-Foot 15""W x 3""D LED Specification Grade Wraparound (Prismatic Acrylic), 48 Watts",TF-200A424LS48W6000LDMV
2394,"4-Foot 11""W x 3""D LED Specification Grade Wraparound (Prismatic Acrylic), 48W or 57W",TF-200A248L
2403,"8-Foot 11""W x 3""D LED Specification Grade Wraparound (Prismatic Acrylic), 97W or 114W",TF-200A296L
2410,"4-Foot 5.75""W x 4.6""D LED Narrow Wraparound (Prismatic Acrylic), 24W-72W",TF-201A48L
2411,"8-Foot 5.75""W x 4.6""D LED Narrow Wraparound (Prismatic Acrylic), 48W-97W",TF-201A96L
2441,"4-Foot LED 9""W x 3""H Shallow Economy Wraparound(Prismatic Acrylic Lens), 32W or 48W",TF-209A48L
2460,"2'x2' LED Low Profile Center Basket Recessed or Surface Mount, 28W-42W",TF-UCLL22L
2461,"2x4 LED Low Profile Center Basket Recessed or Surface Mount, 32W-57W",TF-UCLL24L
2462,"1x4 LED Low Profile Center Basket Recessed or Surface Mount, 32W or 48W",TF-UCLL14L
2463,2x2 Dual Lens Concave LED Troffer 36 Watt,TF-VLT22LJ36W3700LDMV
2464,2x4 Dual Lens Concave LED Troffer 48W or 52W,TF-VLT24L
2467,"Commercial Grade Toggle Switch Three-Way 20A, 120/277VAC",EN-83200
2468,2x2 LED Decorative Center Basket 36 Watt,TF-LXT22LZ36W4200LDMV
2469,"Residential Grade Lighted Toggle Switch Three-Way 15A, 120/277VAC",EN-83150L
2470,"Residential Grade Three-Way Toggle Switch 15A, 120/277VAC",EN-83150
2471,2x4 LED Decorative Center Basket 50 Watt,TF-LXT24LZ50W6450LDMV
2472,"Residential Grade Switch with Pilot Light Single Pole 15A, 120VAC",EN-82150L
2483,"2x4 LED Curve Lit Sides Center Basket, 32W-57W",TF-CRVRL24L
2484,"2'x2' LED Curve Lit Sides Center Basket, 28W or 35W",TF-CRVRL22L
2487,"24-Inch LED Elliptical Wall Wash Coffer Grid Mount, 24W or 35W",TF-EWW24L
2488,"48-Inch LED Elliptical Wall Wash Coffer Grid Mount, 48W or 57W",TF-EWW48L
2512,"4-Foot Low Profile LED Surface Mount, 28W or 35W",TF-SKDFR48L
2513,"8-Foot Low Profile LED Surface Mount, 57W or 72W",TF-SKDFR96L
2514,2-Foot LED Wide Body Linear Strip 35 Watt,TF-SKDWBFR24LJ35W3400LDMV
2515,"4-Foot LED Wide Body Linear Strip, 40W or 72W",TF-SKDWBFR48L
2516,"8-Foot LED Wide Body Linear Strip, 80W or 114W",TF-SKDWBFR96L
2525,"4-Foot Linear Pendant LED Modern Louvered Industrial Strip, 48W-72W",TF-LVS648L
2532,"8-Foot Linear Pendant LED Modern Louvered Industrial Strip, 48W-144W",TF-LVS696L
2540,"2-Foot 16.5""W LED Eclipse Surface Mount (Matte White Acrylic), 48 Watt",TF-ECLMW424LS48W4000LDMV
2541,"2Ft. by 9.5""W LED Eclipse Surface Mount (Matte White Acrylic), 24W or 36W",TF-ECLMW224L
2547,"4-Foot 16.5""W LED Eclipse Surface Mount (Matte White Acrylic), 96 Watt",TF-ECLMW448LS96W8000LDMV
2548,"4-Foot 9.5""W LED Eclipse Surface Mount (Matte White Acrylic), 32W-57W",TF-ECLMW248L
2556,100 Watt DuraLED Sculptor Open Large Round Post Top,DG-PF80Q
2561,"Sculptor Open Small Round Post Top, 37-84 Watt",DG-PF70Q
2564,"2x2 LED Puff Cloud Fixture, 24W or 36W",TF-PUF22L
2575,"4-Foot 9.75""W LED Contemporary Cloud, 32W-57W",TF-CLMMW248L
2576,"4-Foot 13.75""W LED Contemporary Cloud, 72W or 97W",TF-CLMMW448L
2579,DuraGuard 37-140 Watt DuraLED Single Arm Sculptor II Round Post Top,DG-AFR31Q
2582,"2-Foot LED Medium Body Lensed Strip, 24W or 30W",TF-C24LFR
2583,"4-Foot LED Medium Body Lensed Strip, 35W-57W",TF-C48LFR
2584,"8-Foot LED Medium Body Lensed Strip, 70W-114W",TF-C96LFR
2588,"4-Foot Mini Body LED Open Strip, 24W-35W",TF-KDS48L
2589,"8-Foot Mini Body LED Open Strip, 48W-72W",TF-KDS96L
2590,"4-Foot LED Industrial Strip with Reflector, 32W-57W",TF-IND48L
2591,"8-Foot LED Industrial Strip with Reflector, 57W-114W",TF-IND96L
2690,DuraGuard 10-22 Watt DuraLED Round Flat Top Bollard,DG-FTRBQ
2711,"DuraLED Sculptor II Square Pole/Wall Mount, 37-140 Watt",DG-AFS30Q
2866,"DuraLED Dual Arm Sculptor II Square Post Top, 37-140 Watt",DG-AFS32Q
2907,"4-Foot LED Harsh Environment Enclosure Parking Garage (Wet Location), 48W or 57W",TF-CITE48L
2908,"8-Foot LED Harsh Environment Enclosure Parking Garage (Wet Location), 74W or 97W",TF-CITE96L
2909,"2""x2"" LED Low Profile Dual Basket, 28W or 35W",TF-UDLL22L
2910,"2""x4"" LED Low Profile Dual Basket, 48W or 57W",TF-UDLL24L
2911,"2-Foot 4.3"" x 5"" LED Wall Linear Fixture (Clear Prismatic Acrylic), 24W-48W",TF-215A24L
2912,"4-Foot 4.3"" x 5"" LED Wall Linear Fixture (Clear Prismatic Acrylic), 48W-97W",TF-215A48L
2913,DuraGuard 37-140 Watt  DuraLED Sculptor II Round Pole/Wall Mount,DG-AFR30Q
2920,"DuraLED SIngle Arm Sculptor II Square Post Top, 37-140 Watt",DG-AFS31Q
2923,"4-Foot Recessed Mounted LED Linear Fixture, 24W or 48W",TF-44RSF48L
2924,"8-Foot Recessed Mounted LED Linear Fixture, 48W or 96W",TF-44RSF96L
2927,"8-Foot Recessed Mounted LED Linear Fixture, 48W-114W",TF-44RFSF96L
2930,4-Foot LED Wall Mounted Linear Fixture,TF-44WSF48L
2931,"4-Foot LED Wall Mounted Linear Fixture, 48W or 96W",TF-44WSF96L
2937,4-Foot LED Recessed Linear 48 Watt,TF-66RSF48LR48W4800LDMV
2938,"8-Foot LED Recessed Linear, 48W or 96W",TF-66RSF96L
2940,Amherst Outdoor LED Lantern 13 Watts,TF-AO
2943,4Ft. Lensed Wall Mount Angled 48W or 57W Bottom LED,TF-BKAMW48L
2944,"2' Classic Round LED Wall Mount, 12W, 4000K",TF-BKRMW24L
2945,"4' Classic Round LED Wall Mount, 24W, 4000K",TF-BKRMW48L
2947,"4' Classic Square LED Wall Mount, 24W or 40W",TF-BKSMW48L
2951,Bradford Outdoor LED Lantern 13 Watts,TF-BR
2952,"11-Inch LED Circle Drum Surface Mount (Dimmable), 13W or 14W",TF-CIRDC11L
2953,"14-Inch LED Circle Drum Surface Mount (Dimmable), 14W or 23W",TF-CIRDC14L
2956,"4-Foot LED High Bay Baffle Wide Body Strip, 32W-72W",TF-FHBL48L
2957,"8-Foot LED High Bay Baffle Wide Body Strip, 97W or 114W",TF-FHBL96L
2959,"2-Foot LED Mini High Bay, 63W-144W",TF-HBC22L
2962,"DuraLED Square Flat Bollards, 10W-22W",DG-SBQ
2964,"11-Inch LED Dome Ceiling Fixture, 13W or 14W",TF-HOTCE11L
2965,"14-Inch LED Dome Ceiling Fixture, 14W or 23W",TF-HOTCE14L
2972,"4-Foot LED Linear Indirect Pendant, Matte White Lens, (Uplight and Downlight)",TF-LINMW48L
2973,"8-Foot LED Linear Indirect Pendant, Matte White Lens, (Uplight and Downlight)",TF-LINMW96L
2976,"4Ft. by 1.6"" Dia. Round Body 35 Watt LED Linear Pendant Light",TF-LLLRA48L35W
2977,"4Ft. Long by 0.78"" Wide LED Linear 23 Watt Lighting Channel",TF-LLLSA48L23W1500L
2978,"4Ft. by 1.4"" Square 42 Watt LED Linear Pendant Light",TF-LLLSB47L42W
2979,Wall Mount Small Acorn - Incand. Socket & LED Lamp 9.5 Watt,TF-APWINCLPLED
2980,"2-Foot LED Harsh Environment Enclosure Low Bay (Wet Location), 24W or 28W",TF-CITE24LFR
2981,"4-Foot LED Harsh Environment Enclosure Low Bay (Wet Location), 48W or 57W",TF-CITE48LFR
2982,"8-Foot LED Harsh Environment Enclosure Low Bay (Wet Location), 97W or 114W",TF-CITE96LFR
2988,"CTC / Wall Fixture Retrofits, 12W-22W LED Light Engine",TF-EOS
3006,"4Ft. by 1.9"" x 2.75"" Rectangular Body 58 Watt LED Linear Lighting Channel",TF-LLLSC48L58W
3013,"4 Foot LED Low Profile Linear Lighting, 48W or 57W",TF-PLIN48L
3014,"8 Foot LED Low Profile Linear Lighting, 97W-114W",TF-PLIN96L
3024,"2-Foot LED White Smooth Standard Wall Mount End Cap Bath Bars, 24W or 28W",TF-VAN24L
3025,"4-Foot LED White Smooth Standard Wall Mount End Cap Bath Bars, 32W-57W",TF-VAN48L
3030,"2-Foot LED Smartsense Wall Mount Rectangular Profile with Step Dim Driver, 15W or 24W",TF-SS213A24L
3031,"4-Foot LED Smartsense Wall Mount Rectangular Profile with Step Dim Driver, 48W or 57W",TF-SS213A48L
3052,"18 Watt DuraLED Orca Bollard, Coastal Series",DG-B9Q
3058,176 Watt LED Sculptor Post Top Area Light - Open - Type C Optics,DG-PF80QC1X176
3083,15 Watt Direct Replacement LED T8,JI-ZY-T8-15W1200
3087,18 Watt LED T8 Direct Replacement or Internal Driver,JI-ZY-T8-18W1200
3092,"3.5"" LED IC/AIR-TIGHT Recessed Downlight for New Construction",LT-LEDH-3110ICA
3093,"3.5"" LED NON-IC Recessed Downlight for New Construction",LT-LEDH-3110
3094,"3.5"" LED IC/AIR-TIGHT Recessed Downlight for Remodeling",LT-LEDH-3110ICAR
3095,"3.5"" LED NON-IC Recessed Downlight for Remodeling",LT-LEDH-3110R
3096,"4"" LED Module for Housing or Retrofit Kit 10W-12W",LT-LED-AFC4
3100,"6"" Retrofit LED Module & Trim kit",LT-LED-AFC6
3101,LED Bostonian Deluxe Historic Post Top Luminaries,DG-PB2D
3103,LED Bostonian Standard Historic Post Top Luminaries,DG-PB2S
3105,"4"" White LED Recessed Housing with Baffle Trim IC Type New Construction Application",LT-LEDH-NCR4ICA
3106,"DuraLED Sculptor Bell Pendant Decorative Pole Mounted Luminaire, 37-84 Watt",DG-AS301Q
3107,"4"" Diecast Retrofit LED Module & Trim Kit (Integrated Trim)",LT-LED-AFR4
3108,"5"" LED Recessed Housing with Baffle Trim IC Type New Construction Application",LT-LEDH-NCR5ICA
3109,"5"" & 6"" White Diecast Retrofit LED Module & Trim Kit (Integrated Trim)",LT-LED-AFR56
3110,"6"" White Eyeball Retrofit LED Module & Trim Kit",LT-LED-AF6E
3111,"6"" White Gimbal Retrofit LED Module & Trim Kit",LT-LED-AF6AD
3112,"4"" Non-IC, Architectural Retrofit Kit Downlight with Interchangeable Reflector Trims - UTD Driver",LT-LED-ARFK4-UTD
3113,"4"" Open Haze Clear Reflector Trim for Architectural & Commercial LED",LT-LEDT-R44-HC
3114,"6"" Open Haze Clear Reflector",LT-LEDT-R64-HC
3128,"4"" Wall Wash with Kick-off Plate Trim for Architectural & Commercial LED",LT-LEDT-R436-HC
3129,"6"" Wall Wash with Kick-off Plate Trim for Architectural & Commercial LED",LT-LEDT-R636
3130,"8"" Wall Wash with Kick-off Plate Trim for Architectural & Commercial LED",LT-LEDT-R836
3131,"4"" Haze Clear Reflector with Frosted Floating Lens & White Metal Trim Ring for Architectural",LT-LEDT-R440
3134,"4"" Non-IC, Architectural Retrofit Kit Downlight with Interchangeable Reflector Trims - UZTD Driver",LT-LED-ARFK4-UZTD
3135,"6"" ARFK Non-IC, Architectural Retrofit Kit Downlight with Interchangeable Reflector Trims - UTD Driver",LT-LED-ARFK6-UTD
3136,"6"" ARFK Retrofit Kit with UZTD Driver",LT-ARFK6-UZTD
3137,"8"" ARFK Retrofit Kit with UTD Driver",LT-ARFK8-UTD
3138,"9"" Non-IC, Architectural Retrofit Kit Downlight with Interchangeable Reflector Trims - UTD Driver",LT-LED-ARFK9-UTD
3139,"9"", Non-IC, Architectural Retrofit Kit Downlight with Interchangeable Reflector Trims - UZTD Driver",LT-LED-ARFK9-UZTD
3140,"12"" Non-IC, Architectural Retrofit Kit Down Light - UTD Driver",LT-LED-ARFK12-UTD
3142,"4"" Non-IC, Commercial Flat Frame-in Kit Downlight with Interchangeable Reflector Trims",LT-LEDH-CFK4-UTD
3143,"4"", Non-IC Commercial Flat Frame-in Kit Downlight with Interchangeable Reflector Trims - UZTD Driver",LT-LEDH-CFK4-UZTD
3144,"6"" Non-IC Commercial Flat Frame-in Kit Downlight with Interchangeable Reflector Trims - UTD Driver",LT-LEDH-CFK6-UTD
3145,"6"", Non-IC, Commercial Flat Frame-in Kit Downlight with Interchangeable Reflector Trims - UZTD Driver",LT-LEDH-CFK6-UZTD
3146,"8"" Non-IC Commercial Flat Frame-in Kit Downlight with Interchangeable Reflector Trims - UTD Driver",LT-LEDH-CFK8-UTD
3147,"8"", Non-IC, Commercial Flat Frame-in Kit Downlight with Interchangeable Reflector Trims - UZTD Driver",LT-LEDH-CFK8-UZTD
3148,"9"" Non-IC Commercial Flat Frame-in Kit Downlight with Interchangeable Reflector Trims - UTD Driver",LT-LEDH-CFK9-UTD
3149,"9"", Non-IC, Commercial Flat Frame-in Kit Downlight with Interchangeable Reflector Trims - UZTD Driver",LT-LEDH-CFK9-UZTD
3150,"4"" Non-IC Architectural Frame-in Kit Downlight with Interchangeable Reflector Trims - UTD Driver",LT-LEDH-AFK4-UTD
3151,"4"", Non-IC, Architectural Frame-in Kit Downlight with Interchangeable Reflector Trims - UZTD Driver",LT-LEDH-AFK4-UZTD
3152,"6"" Non-IC Architectural Frame-in Kit Downlight with Interchangeable Reflector Trims - UTD Driver",LT-LEDH-AFK6-UTD
3153,"6"", Non-IC, Architectural Frame-in Kit Downlight with Interchangeable Reflector Trims - UZTD Driver",LT-LEDH-AFK6-UZTD
3154,"8"" Non-IC Architectural Frame-in Kit Downlight with Interchangeable Reflector Trims - UTD Driver",LT-LEDH-AFK8-UTD
3155,"8"", Non-IC, Architectural Frame-in Kit Downlight with Interchangeable Reflector Trims - UZTD Driver",LT-LEDH-AFK8-UZTD
3156,"9"" Non-IC Architectural Frame-in Kit Downlight with Interchangeable Reflector Trims - UTD Driver",LT-LEDH-AFK9-UTD
3157,"9"", Non-IC, Architectural  Frame-in Kit Downlight with Interchangeable Reflector Trims - UZTD Driver",LT-LEDH-AFK9-UZTD
3158,"4"" Non-IC Remodel Frame-in Kit Downlight with Interchangeable Reflector Trims - UTD Driver",LT-LEDH-RFK4-UTD
3159,"4"", Non-IC, Remodel Frame-in Kit Downlight with Interchangeable Reflector Trims - UZTD Driver",LT-LEDH-RFK4-UZTD
3160,"6"" Non-IC Remodel Frame-in Kit Downlight with Interchangeable Reflector Trims - UTD Driver",LT-LEDH-RFK6-UTD
3161,"6"", Non-IC, Remodel Frame-in Kit Downlight with Interchangeable Reflector Trims - UZTD Driver",LT-LEDH-RFK6-UZTD
3162,"8"" Non-IC Remodel Frame-in Kit Downlight with Interchangeable Reflector Trims - UTD Driver",LT-LEDH-RFK8-UTD
3163,"8"", Non-IC, Remodel Frame-in Kit Downlight with Interchangeable Reflector Trims - UZTD Driver",LT-LEDH-RFK8-UZTD
3164,"9"" Non-IC Remodel Frame-in Kit Downlight with Interchangeable Reflector Trims - UTD Driver",LT-LEDH-RFK9-UTD
3165,"9"", Non-IC, Remodel Frame-in Kit Downlight with Interchangeable Reflector Trims - UZTD Driver",LT-LEDH-RFK9-UZTD
3166,"5-Inch G2 Series LED Surface Cylinder Wall Mount, 14W or 22W - UTD Driver",LT-LEDH-SR5W-UTD
3168,"5-Inch G2 Series Standard LED Surface Cylinder Pendant Mount, 14W or 22W - UTD Driver",LT-LEDH-SR5P-UTD
3169,"DuraLED Garage Square - Type F Optics, 40-84 Watt",DG-VGS40Q
3172,6-Inch G2 Series LED Ceiling Mount 14W-32W Cylinder - UTD Driver,LT-LEDH-SR6C-UTD
3173,"DuraLED Sculptor II Round Garage Light - Type L Optics,  37 or 65 Watt",DG-AFRC30Q
3174,6-Inch G2 Series 14W-32W LED Surface Cylinder Wall Mount - UTD Driver,LT-LEDH-SR6W-UTD
3177,45 Watt DuraLED Low Profile Large Surface Mount,DG-VN44QF1X45
3182,20 Watt Square Low Profile Pathway Bollards,DG-NB2C34X5
3184,"Sculptor DuraLED Small Round Post Top - Enclosed, 37-84 Watt",DG-PF71Q
3185,"8-Inch G2 Series LED Surface Cylinder Ceiling Mount, 14W-32W - UTD Driver",LT-LEDH-SR8C-UTD
3186,"8-Inch G2 Series LED Surface Cylinder Wall Mount, 14W-32W - UTD Driver",LT-LEDH-SR8W-UTD
3187,"8-Inch G2 Series LED Surface Cylinder Standard Pendant Lighting, 14W-32W - UTD Driver",LT-LEDH-SR8P-UTD
3188,20 Watt Round Low Profile Pathway Bollards,DG-NB1C34X5
3189,126 Watt LPS Replacement PC Amber 16-Inch Area/Wall/Flood Light,DG-AL35QF1X126
3190,DuraGuard 11 Watt DuraLED  Polycarbonate Entry Light Small Wallpack,DG-WP7QF1X11U
3191,47 Watt DuraLED Orion Wallpack - Type C Optics,DG-ORIONQC1X47
3192,Hazardous Location DuraLED Explosion Proof Luminaire,DG-HLP15QF57U
3193,37 Watt DuraLED Round Back Linear Flood Light,DG-LF3QF1X37U5KC
3194,23 Watt DuraLED Round Back Linear Flood Light,DG-LF2QF1X23
3197,50 Watt DuraLED Medium Wallpack,DG-MWPQF1X50
3198,25 Watt DuraLED Medium Wallpack,DG-MWPQF1X25
3199,"8-Inch Universal Voltage LED Surface Cylinder Ceiling Mount, 10W-44W - UZTD Driver",LT-LEDH-SR8C-UZTD
3200,43 Watt DuraLED Large Wallpack - Type IV Optics,DG-LWPQF1X43
3201,25 Watt Sculptor Square Wall Sconce - Type F Optics,DG-WBB4QF1X25U
3203,"8-Inch Universal Voltage LED Surface Cylinder Wall Mount, 14W-45W - UZTD Driver",LT-LEDH-SR8W-UZTD
3205,"DuraLED Orah Round Bulkhead, 12-25 Watt - Open Frame",DG-WPR25OFQ
3206,"8-Inch G2 Series LED Pendant Mounted Cylinder, 10W-44W - UZTD Driver",LT-LEDH-SR8P-UZTD
3207,23 Watt Square Pillar Top - Type F Optics,DG-B2PTQF1X23
3208,"DuraLED Orah Round Bulkhead, 12-25 Watt  - Half Cutoff",DG-WPR25HCQ
3209,"DuraLED Orah Round Bulkhead, 12-25 Watt - Grid Frame",DG-WPR25GRQ
3210,"DuraLED Square Flat Top Bollard, 16-34 Watt - Type F Optics",DG-B2Q
3211,DuraGuard 23 Watt DuraLED Round Dome Pillar Top,DG-B1BPTQF1X23
3212,DuraGuard 23 Watts Round Pillar Tops - Type F Optics,DG-B1PTQF1X23
3213,DuraLED Sculptor II Small Square Pole/Wall Mount - Type F Optics,DG-AFS20QF1X17
3214,DuraLED Sculptor II Small Round Pole/Wall Mount - Type F Optics,DG-AFR20QF1X17
3215,DuraGuard DuraLED Round Flat Top Bollard - Type F Optics,DG-B1Q
3216,"5""x 5"" Square Aperture Recessed Fixture, LED COB Chip - UTD Driver",LT-LEDH-S55-UTD
3217,"5-Inch Square Aperture Recessed Fixture G2, LED COB Chip - UZTD Driver",LT-LEDH-S55-UZTD
3226,120VAC LED DoB Interior Step Light,LT-SH-LED8
3227,120V AC LED DoB Exterior Step Light,LT-SH-LED8WP
3228,1 Light N Series Multiple Cluster LED Recessed Downlight - Trim Flange,LT-LEDMCL-1LN
3229,2 Lights N Series Multiple Cluster LED Recessed Downlight - Trim Flange,LT-LEDMCL-2LN
3230,16 Watt LED Small Wallpack -  Type IV Optics,DG-SWPQ
3231,3 Lights N Series Multiple Cluster LED Recessed Downlight - Trim Flange,LT-LEDMCL-3LN
3232,29 Watt DuraLED Large Wallpack - Type IV Optics,DG-LWPQF1X29
3235,4 Lights N Series Multiple Cluster LED Recessed Downlight - Trim Flange,LT-LEDMCL-4LN
3236,Sculptor DuraLED 100 Watt Post Top Area Light - Enclosed,DG-PF81QF1X100
