parent_sku,child_sku,"Wattage Options","Color Temperature (CCT)"
AEL-LSMF4,AEL-LSMF4-30-SHAM,"118 Watts",3000K
AEL-LSMF4,AEL-LSMF4-30-HHAM,"179 Watts",3000K
AEL-LSMF4,AEL-LSMF4-35-SLAM,"33 Watts",3500K
AEL-LSMF4,AEL-LSMF4-35-MLAM,"57 Watts",3500K
AEL-LSMF4,AEL-LSMF4-35-HLAM,"80 Watts",3500K
AEL-LSMF4,AEL-LSMF4-35-SMAM,"86 Watts",3500K
AEL-LSMF4,AEL-LSMF4-35-MMAM,"93 Watts",3500K
AEL-LSMF4,AEL-LSMF4-35-HMAM,"112 Watts",3500K
AEL-LSMF4,AEL-LSMF4-35-SHAM,"118 Watts",3500K
AEL-LSMF4,AEL-LSMF4-35-HHAM,"179 Watts",3500K
AEL-LSMF4,AEL-LSMF4-40-SLAM,"33 Watts",4000K
AEL-LSMF4,AEL-LSMF4-40-MLAM,"57 Watts",4000K
AEL-LSMF4,AEL-LSMF4-40-HLAM,"80 Watts",4000K
AEL-LSMF4,AEL-LSMF4-40-SMAM,"86 Watts",4000K
AEL-LSMF4,AEL-LSMF4-40-MMAM,"93 Watts",4000K
AEL-LSMF4,AEL-LSMF4-40-HMAM,"112 Watts",4000K
AEL-LSMF4,AEL-LSMF4-40-SHAM,"118 Watts",4000K
AEL-LSMF4,AEL-LSMF4-40-HHAM,"179 Watts",4000K
AEL-LSMF4,AEL-LSMF4-50-SLAM,"33 Watts",5000K
AEL-LSMF4,AEL-LSMF4-50-MLAM,"57 Watts",5000K
AEL-LSMF4,AEL-LSMF4-50-HLAM,"80 Watts",5000K
AEL-LSMF4,AEL-LSMF4-50-SMAM,"86 Watts",5000K
AEL-LSMF4,AEL-LSMF4-50-MMAM,"93 Watts",5000K
AEL-LSMF4,AEL-LSMF4-50-HMAM,"112 Watts",5000K
AEL-LSMF4,AEL-LSMF4-50-SHAM,"118 Watts",5000K
AEL-LSMF4,AEL-LSMF4-50-HHAM,"179 Watts",5000K
AEL-LSMF4,AEL-LSMF4-30-MHAM,"143 Watts",3000K
AEL-LSMF4,AEL-LSMF4-35-MHAM,"143 Watts",3500K
AEL-LSMF4,AEL-LSMF4-40-MHAM,"143 Watts",4000K
AEL-LSMF4,AEL-LSMF4-50-MHAM,"143 Watts",5000K
AEL-LLPS4,AEL-LLPS4-30-SLM,"33 Watts",3000K
AEL-LLPS4,AEL-LLPS4-30-MLM,"57 Watts",3000K
AEL-LLPS4,AEL-LLPS4-30-HLM,"80 Watts",3000K
AEL-LLPS4,AEL-LLPS4-30-SMM,"86 Watts",3000K
AEL-LLPS4,AEL-LLPS4-35-SLM,"33 Watts",3500K
AEL-LLPS4,AEL-LLPS4-35-MLM,"57 Watts",3500K
AEL-LLPS4,AEL-LLPS4-35-HLM,"80 Watts",3500K
AEL-LLPS4,AEL-LLPS4-35-SMM,"86 Watts",3500K
AEL-LLPS4,AEL-LLPS4-40-SLM,"33 Watts",4000K
AEL-LLPS4,AEL-LLPS4-40-MLM,"57 Watts",4000K
AEL-LLPS4,AEL-LLPS4-40-HLM,"80 Watts",4000K
AEL-LLPS4,AEL-LLPS4-40-SMM,"86 Watts",4000K
AEL-LLPS4,AEL-LLPS4-50-SLM,"33 Watts",5000K
AEL-LLPS4,AEL-LLPS4-50-MLM,"57 Watts",5000K
AEL-LLPS4,AEL-LLPS4-50-HLM,"80 Watts",5000K
AEL-LLPS4,AEL-LLPS4-50-SMM,"86 Watts",5000K
AEL-LSB8,AEL-LSB8-30-SLM,"33 Watts",3000K
AEL-LSB8,AEL-LSB8-30-MLM,"57 Watts",3000K
AEL-LSB8,AEL-LSB8-30-HLM,"80 Watts",3000K
AEL-LSB8,AEL-LSB8-30-SMM,"86 Watts",3000K
AEL-LSB8,AEL-LSB8-30-MMM,"93 Watts",3000K
AEL-LSB8,AEL-LSB8-30-HMM,"112 Watts",3000K
AEL-LSB8,AEL-LSB8-30-SHM,"118 Watts",3000K
AEL-LSB8,AEL-LSB8-30-MHM,"143 Watts",3000K
AEL-LSB8,AEL-LSB8-30-HHM,"179 Watts",3000K
AEL-LSB8,AEL-LSB8-35-SLM,"33 Watts",3500K
AEL-LSB8,AEL-LSB8-35-MLM,"57 Watts",3500K
AEL-LSB8,AEL-LSB8-35-HLM,"80 Watts",3500K
AEL-LSB8,AEL-LSB8-35-SMM,"86 Watts",3500K
AEL-LSB8,AEL-LSB8-35-MMM,"93 Watts",3500K
AEL-LSB8,AEL-LSB8-35-HMM,"112 Watts",3500K
AEL-LSB8,AEL-LSB8-35-SHM,"118 Watts",3500K
AEL-LSB8,AEL-LSB8-35-MHM,"143 Watts",3500K
AEL-LSB8,AEL-LSB8-35-HHM,"179 Watts",3500K
AEL-LSB8,AEL-LSB8-40-SLM,"33 Watts",4000K
AEL-LSB8,AEL-LSB8-40-MLM,"57 Watts",4000K
AEL-LSB8,AEL-LSB8-40-HLM,"80 Watts",4000K
AEL-LSB8,AEL-LSB8-40-SMM,"86 Watts",4000K
AEL-LSB8,AEL-LSB8-40-MMM,"93 Watts",4000K
AEL-LSB8,AEL-LSB8-40-HMM,"112 Watts",4000K
AEL-LSB8,AEL-LSB8-40-SHM,"118 Watts",4000K
AEL-LSB8,AEL-LSB8-40-MHM,"143 Watts",4000K
AEL-LSB8,AEL-LSB8-40-HHM,"179 Watts",4000K
AEL-LSB8,AEL-LSB8-50-SLM,"33 Watts",5000K
AEL-LSB8,AEL-LSB8-50-MLM,"57 Watts",5000K
AEL-LSB8,AEL-LSB8-50-HLM,"80 Watts",5000K
AEL-LSB8,AEL-LSB8-50-SMM,"86 Watts",5000K
AEL-LSB8,AEL-LSB8-50-MMM,"93 Watts",5000K
AEL-LSB8,AEL-LSB8-50-HMM,"112 Watts",5000K
AEL-LSB8,AEL-LSB8-50-SHM,"118 Watts",5000K
AEL-LSB8,AEL-LSB8-50-MHM,"143 Watts",5000K
AEL-LSB8,AEL-LSB8-50-HHM,"179 Watts",5000K
AEL-LSB4,AEL-LSB4-30-SLM,"33 Watts",3000K
AEL-LSB4,AEL-LSB4-30-MLM,"57 Watts",3000K
AEL-LSB4,AEL-LSB4-30-HLM,"80 Watts",3000K
AEL-LSB4,AEL-LSB4-30-SMM,"86 Watts",3000K
AEL-LSB4,AEL-LSB4-35-SLM,"33 Watts",3500K
AEL-LSB4,AEL-LSB4-35-MLM,"57 Watts",3500K
AEL-LSB4,AEL-LSB4-35-HLM,"80 Watts",3500K
AEL-LSB4,AEL-LSB4-35-SMM,"86 Watts",3500K
AEL-LSB4,AEL-LSB4-40-SLM,"33 Watts",4000K
AEL-LSB4,AEL-LSB4-40-MLM,"57 Watts",4000K
AEL-LSB4,AEL-LSB4-40-HLM,"80 Watts",4000K
AEL-LSB4,AEL-LSB4-40-SMM,"86 Watts",4000K
AEL-LSB4,AEL-LSB4-50-SLM,"33 Watts",5000K
AEL-LSB4,AEL-LSB4-50-MLM,"57 Watts",5000K
AEL-LSB4,AEL-LSB4-50-HLM,"80 Watts",5000K
AEL-LSB4,AEL-LSB4-50-SMM,"86 Watts",5000K
AEL-LCS8,AEL-LCS8-30-SLM,"33 Watts",3000K
AEL-LCS8,AEL-LCS8-30-MLM,"57 Watts",3000K
AEL-LCS8,AEL-LCS8-30-HLM,"80 Watts",3000K
AEL-LCS8,AEL-LCS8-30-SMM,"86 Watts",3000K
AEL-LCS8,AEL-LCS8-30-MMM,"93 Watts",3000K
AEL-LCS8,AEL-LCS8-30-HMM,"112 Watts",3000K
AEL-LCS8,AEL-LCS8-30-SHM,"118 Watts",3000K
AEL-LCS8,AEL-LCS8-30-MHM,"143 Watts",3000K
AEL-LCS8,AEL-LCS8-30-HHM,"179 Watts",3000K
AEL-LCS8,AEL-LCS8-35-SLM,"33 Watts",3500K
AEL-LCS8,AEL-LCS8-35-MLM,"57 Watts",3500K
AEL-LCS8,AEL-LCS8-35-HLM,"80 Watts",3500K
AEL-LCS8,AEL-LCS8-35-SMM,"86 Watts",3500K
AEL-LCS8,AEL-LCS8-35-MMM,"93 Watts",3500K
AEL-LCS8,AEL-LCS8-35-HMM,"112 Watts",3500K
AEL-LCS8,AEL-LCS8-35-SHM,"118 Watts",3500K
AEL-LCS8,AEL-LCS8-35-MHM,"143 Watts",3500K
AEL-LCS8,AEL-LCS8-35-HHM,"179 Watts",3500K
AEL-LCS8,AEL-LCS8-40-SLM,"33 Watts",4000K
AEL-LCS8,AEL-LCS8-40-MLM,"57 Watts",4000K
AEL-LCS8,AEL-LCS8-40-HLM,"80 Watts",4000K
AEL-LCS8,AEL-LCS8-40-SMM,"86 Watts",4000K
AEL-LCS8,AEL-LCS8-40-MMM,"93 Watts",4000K
AEL-LCS8,AEL-LCS8-40-HMM,"112 Watts",4000K
AEL-LCS8,AEL-LCS8-40-SHM,"118 Watts",4000K
AEL-LCS8,AEL-LCS8-40-MHM,"143 Watts",4000K
AEL-LCS8,AEL-LCS8-40-HHM,"179 Watts",4000K
AEL-LCS8,AEL-LCS8-50-SLM,"33 Watts",5000K
AEL-LCS8,AEL-LCS8-50-MLM,"57 Watts",5000K
AEL-LCS8,AEL-LCS8-50-HLM,"80 Watts",5000K
AEL-LCS8,AEL-LCS8-50-SMM,"86 Watts",5000K
AEL-LCS8,AEL-LCS8-50-MMM,"93 Watts",5000K
AEL-LCS8,AEL-LCS8-50-HMM,"112 Watts",5000K
AEL-LCS8,AEL-LCS8-50-SHM,"118 Watts",5000K
AEL-LCS8,AEL-LCS8-50-MHM,"143 Watts",5000K
AEL-LCS8,AEL-LCS8-50-HHM,"179 Watts",5000K
AEL-LCS4,AEL-LCS4-30-SLM,"33 Watts",3000K
AEL-LCS4,AEL-LCS4-30-MLM,"57 Watts",3000K
AEL-LCS4,AEL-LCS4-30-HLM,"80 Watts",3000K
AEL-LCS4,AEL-LCS4-30-SMM,"86 Watts",3000K
AEL-LCS4,AEL-LCS4-35-SLM,"33 Watts",3500K
AEL-LCS4,AEL-LCS4-35-MLM,"57 Watts",3500K
AEL-LCS4,AEL-LCS4-35-HLM,"80 Watts",3500K
AEL-LCS4,AEL-LCS4-35-SMM,"86 Watts",3500K
AEL-LCS4,AEL-LCS4-40-SLM,"33 Watts",4000K
AEL-LCS4,AEL-LCS4-40-MLM,"57 Watts",4000K
AEL-LCS4,AEL-LCS4-40-HLM,"80 Watts",4000K
AEL-LCS4,AEL-LCS4-40-SMM,"86 Watts",4000K
AEL-LCS4,AEL-LCS4-50-SLM,"33 Watts",5000K
AEL-LCS4,AEL-LCS4-50-MLM,"57 Watts",5000K
AEL-LCS4,AEL-LCS4-50-HLM,"80 Watts",5000K
AEL-LCS4,AEL-LCS4-50-SMM,"86 Watts",5000K
AEL-LMWHB,AEL-LMWHB-30-SCM,"67 Watts",3000K
AEL-LMWHB,AEL-LMWHB-30-MCM,"83 Watts",3000K
AEL-LMWHB,AEL-LMWHB-30-HCM,"117 Watts",3000K
AEL-LMWHB,AEL-LMWHB-35-SCM,"67 Watts",3500K
AEL-LMWHB,AEL-LMWHB-35-MCM,"83 Watts",3500K
AEL-LMWHB,AEL-LMWHB-35-HCM,"117 Watts",3500K
AEL-LMWHB,AEL-LMWHB-40-SCM,"67 Watts",4000K
AEL-LMWHB,AEL-LMWHB-40-MCM,"83 Watts",4000K
AEL-LMWHB,AEL-LMWHB-40-HCM,"117 Watts",4000K
AEL-LMWHB,AEL-LMWHB-50-SCM,"67 Watts",5000K
AEL-LMWHB,AEL-LMWHB-50-MCM,"83 Watts",5000K
AEL-LMWHB,AEL-LMWHB-50-HCM,"117 Watts",5000K
AEL-LUFOHBRS,AEL-LUFOHBRS-14-4K,"102 Watts",4000K
AEL-LUFOHBRS,AEL-LUFOHBRS-14-5K,"102 Watts",5000K
AEL-LUFOHBRS,AEL-LUFOHBRS-21-4K,"151 Watts",4000K
AEL-LUFOHBRS,AEL-LUFOHBRS-21-5K,"151 Watts",5000K
AEL-LVTP8,AEL-LVTP8-30-SLM,"33 Watts",3000K
AEL-LVTP8,AEL-LVTP8-30-MLM,"57 Watts",3000K
AEL-LVTP8,AEL-LVTP8-30-HLM,"80 Watts",3000K
AEL-LVTP8,AEL-LVTP8-30-SMM,"86 Watts",3000K
AEL-LVTP8,AEL-LVTP8-30-MMM,"93 Watts",3000K
AEL-LVTP8,AEL-LVTP8-30-HMM,"112 Watts",3000K
AEL-LVTP8,AEL-LVTP8-30-SHM,"118 Watts",3000K
AEL-LVTP8,AEL-LVTP8-30-MHM,"143 Watts",3000K
AEL-LVTP8,AEL-LVTP8-30-HHM,"17 Watts",3000K
AEL-LVTP8,AEL-LVTP8-35-SLM,"33 Watts",3500K
AEL-LVTP8,AEL-LVTP8-35-MLM,"57 Watts",3500K
AEL-LVTP8,AEL-LVTP8-35-HLM,"80 Watts",3500K
AEL-LVTP8,AEL-LVTP8-35-SMM,"86 Watts",3500K
AEL-LVTP8,AEL-LVTP8-35-MMM,"93 Watts",3500K
AEL-LVTP8,AEL-LVTP8-35-HMM,"112 Watts",3500K
AEL-LVTP8,AEL-LVTP8-35-SHM,"118 Watts",3500K
AEL-LVTP8,AEL-LVTP8-35-MHM,"143 Watts",3500K
AEL-LVTP8,AEL-LVTP8-35-HHM,"17 Watts",3500K
AEL-LVTP8,AEL-LVTP8-40-SLM,"33 Watts",4000K
AEL-LVTP8,AEL-LVTP8-40-MLM,"57 Watts",4000K
AEL-LVTP8,AEL-LVTP8-40-HLM,"80 Watts",4000K
AEL-LVTP8,AEL-LVTP8-40-SMM,"86 Watts",4000K
AEL-LVTP8,AEL-LVTP8-40-MMM,"93 Watts",4000K
AEL-LVTP8,AEL-LVTP8-40-HMM,"112 Watts",4000K
AEL-LVTP8,AEL-LVTP8-40-SHM,"118 Watts",4000K
AEL-LVTP8,AEL-LVTP8-40-MHM,"143 Watts",4000K
AEL-LVTP8,AEL-LVTP8-40-HHM,"17 Watts",4000K
AEL-LVTP8,AEL-LVTP8-45-SLM,"33 Watts",4500K
AEL-LVTP8,AEL-LVTP8-45-MLM,"57 Watts",4500K
AEL-LVTP8,AEL-LVTP8-45-HLM,"80 Watts",4500K
AEL-LVTP8,AEL-LVTP8-45-SMM,"86 Watts",4500K
AEL-LVTP8,AEL-LVTP8-45-MMM,"93 Watts",4500K
AEL-LVTP8,AEL-LVTP8-45-HMM,"112 Watts",4500K
AEL-LVTP8,AEL-LVTP8-45-SHM,"118 Watts",4500K
AEL-LVTP8,AEL-LVTP8-45-MHM,"143 Watts",4500K
AEL-LVTP8,AEL-LVTP8-45-HHM,"17 Watts",4500K
AEL-LHBE,AEL-LHBE-100-735,"99 Watts",3500K
AEL-LHBE,AEL-LHBE-100-740,"99 Watts",4000K
AEL-LHBE,AEL-LHBE-100-750,"99 Watts",5000K
AEL-LHBE,AEL-LHBE-150-735,"144 Watts",3500K
AEL-LHBE,AEL-LHBE-150-740,"144 Watts",4000K
AEL-LHBE,AEL-LHBE-150-750,"144 Watts",5000K
AEL-LHBE,AEL-LHBE-200-735,"206 Watts",3500K
AEL-LHBE,AEL-LHBE-200-740,"206 Watts",4000K
AEL-LHBE,AEL-LHBE-200-750,"206 Watts",5000K
AEL-LBSL8,AEL-LBSL8-30-MLM,"57 Watts",3000K
AEL-LBSL8,AEL-LBSL8-30-HLM,"80 Watts",3000K
AEL-LBSL8,AEL-LBSL8-35-MLM,"57 Watts",3500K
AEL-LBSL8,AEL-LBSL8-35-HLM,"80 Watts",3500K
AEL-LBSL8,AEL-LBSL8-40-MLM,"57 Watts",4000K
AEL-LBSL8,AEL-LBSL8-40-HLM,"80 Watts",4000K
AEL-LBSL8,AEL-LBSL8-50-MLM,"57 Watts",5000K
AEL-LBSL8,AEL-LBSL8-50-HLM,"80 Watts",5000K
AEL-LBSL4,AEL-LBSL4-30-SLM,"33 Watts",3000K
AEL-LBSL4,AEL-LBSL4-30-MLM,"57 Watts",3000K
AEL-LBSL4,AEL-LBSL4-35-SLM,"33 Watts",3500K
AEL-LBSL4,AEL-LBSL4-35-MLM,"57 Watts",3500K
AEL-LBSL4,AEL-LBSL4-40-SLM,"33 Watts",4000K
AEL-LBSL4,AEL-LBSL4-40-MLM,"57 Watts",4000K
AEL-LBSL4,AEL-LBSL4-50-SLM,"33 Watts",5000K
AEL-LBSL4,AEL-LBSL4-50-MLM,"57 Watts",5000K
AEL-LRHB4,AEL-LRHB4-30-SAM,"60 Watts",3000K
AEL-LRHB4,AEL-LRHB4-30-MAM,"118 Watts",3000K
AEL-LRHB4,AEL-LRHB4-30-HAM,"153 Watts",3000K
AEL-LRHB4,AEL-LRHB4-35-SAM,"60 Watts",3500K
AEL-LRHB4,AEL-LRHB4-35-MAM,"118 Watts",3500K
AEL-LRHB4,AEL-LRHB4-35-HAM,"153 Watts",3500K
AEL-LRHB4,AEL-LRHB4-40-SAM,"60 Watts",4000K
AEL-LRHB4,AEL-LRHB4-40-MAM,"118 Watts",4000K
AEL-LRHB4,AEL-LRHB4-40-HAM,"153 Watts",4000K
AEL-LRHB4,AEL-LRHB4-50-SAM,"60 Watts",5000K
AEL-LRHB4,AEL-LRHB4-50-MAM,"118 Watts",5000K
AEL-LRHB4,AEL-LRHB4-50-HAM,"153 Watts",5000K
AEL-LRHB2,AEL-LRHB2-30-SAM,"60 Watts",3000K
AEL-LRHB2,AEL-LRHB2-30-MAM,"118 Watts",3000K
AEL-LRHB2,AEL-LRHB2-30-HAM,"153 Watts",3000K
AEL-LRHB2,AEL-LRHB2-35-SAM,"60 Watts",3500K
AEL-LRHB2,AEL-LRHB2-35-MAM,"118 Watts",3500K
AEL-LRHB2,AEL-LRHB2-35-HAM,"153 Watts",3500K
AEL-LRHB2,AEL-LRHB2-40-SAM,"60 Watts",4000K
AEL-LRHB2,AEL-LRHB2-40-MAM,"118 Watts",4000K
AEL-LRHB2,AEL-LRHB2-40-HAM,"153 Watts",4000K
AEL-LRHB2,AEL-LRHB2-50-SAM,"60 Watts",5000K
AEL-LRHB2,AEL-LRHB2-50-MAM,"118 Watts",5000K
AEL-LRHB2,AEL-LRHB2-50-HAM,"153 Watts",5000K
AEL-LFHB,AEL-LFHB-30-SMDL12,"91 Watts",3000K
AEL-LFHB,AEL-LFHB-30-SMDL14,"107 Watts",3000K
AEL-LFHB,AEL-LFHB-30-SMDL18,"137 Watts",3000K
AEL-LFHB,AEL-LFHB-30-HMDL24,"183 Watts",3000K
AEL-LFHB,AEL-LFHB-30-HMDL30,"220 Watts",3000K
AEL-LFHB,AEL-LFHB-30-HMDL36,"273 Watts",3000K
AEL-LFHB,AEL-LFHB-35-SMDL12,"91 Watts",3500K
AEL-LFHB,AEL-LFHB-35-SMDL14,"107 Watts",3500K
AEL-LFHB,AEL-LFHB-35-SMDL18,"137 Watts",3500K
AEL-LFHB,AEL-LFHB-35-HMDL24,"183 Watts",3500K
AEL-LFHB,AEL-LFHB-35-HMDL30,"220 Watts",3500K
AEL-LFHB,AEL-LFHB-35-HMDL36,"273 Watts",3500K
AEL-LFHB,AEL-LFHB-40-SMDL12,"91 Watts",4000K
AEL-LFHB,AEL-LFHB-40-SMDL14,"107 Watts",4000K
AEL-LFHB,AEL-LFHB-40-SMDL18,"137 Watts",4000K
AEL-LFHB,AEL-LFHB-40-HMDL24,"183 Watts",4000K
AEL-LFHB,AEL-LFHB-40-HMDL30,"220 Watts",4000K
AEL-LFHB,AEL-LFHB-40-HMDL36,"273 Watts",4000K
AEL-LFHB,AEL-LFHB-50-SMDL12,"91 Watts",5000K
AEL-LFHB,AEL-LFHB-50-SMDL14,"107 Watts",5000K
AEL-LFHB,AEL-LFHB-50-SMDL18,"137 Watts",5000K
AEL-LFHB,AEL-LFHB-50-HMDL24,"183 Watts",5000K
AEL-LFHB,AEL-LFHB-50-HMDL30,"220 Watts",5000K
AEL-LFHB,AEL-LFHB-50-HMDL36,"273 Watts",5000K
AEL-LFHB,AEL-LFHB-57-SMDL12,"91 Watts",5700K
AEL-LFHB,AEL-LFHB-57-SMDL14,"107 Watts",5700K
AEL-LFHB,AEL-LFHB-57-SMDL18,"137 Watts",5700K
AEL-LFHB,AEL-LFHB-57-HMDL24,"183 Watts",5700K
AEL-LFHB,AEL-LFHB-57-HMDL30,"220 Watts",5700K
AEL-LFHB,AEL-LFHB-57-HMDL36,"273 Watts",5700K
AEL-LHBA4,AEL-LHBA4-L-27M,"267 Watts",2700K
AEL-LHBA4,AEL-LHBA4-L-30M,"267 Watts",3000K
AEL-LHBA4,AEL-LHBA4-L-35M,"267 Watts",3500K
AEL-LHBA4,AEL-LHBA4-L-40M,"267 Watts",4000K
AEL-LHBA4,AEL-LHBA4-L-50M,"267 Watts",5000K
AEL-LHBA4,AEL-LHBA4-M-27M,"320 Watts",2700K
AEL-LHBA4,AEL-LHBA4-M-30M,"320 Watts",3000K
AEL-LHBA4,AEL-LHBA4-M-35M,"320 Watts",3500K
AEL-LHBA4,AEL-LHBA4-M-40M,"320 Watts",4000K
AEL-LHBA4,AEL-LHBA4-M-50M,"320 Watts",5000K
AEL-LHBA,AEL-LHBA-2-27M,"87 Watts",2700K
AEL-LHBA,AEL-LHBA-2-30M,"87 Watts",3000K
AEL-LHBA,AEL-LHBA-2-35M,"87 Watts",3500K
AEL-LHBA,AEL-LHBA-2-40M,"87 Watts",4000K
AEL-LHBA,AEL-LHBA-2-50M,"87 Watts",5000K
AEL-LHBA,AEL-LHBA-2M-27M,"132 Watts",2700K
AEL-LHBA,AEL-LHBA-2M-30M,"132 Watts",3000K
AEL-LHBA,AEL-LHBA-2M-35M,"132 Watts",3500K
AEL-LHBA,AEL-LHBA-2M-40M,"132 Watts",4000K
AEL-LHBA,AEL-LHBA-2M-50M,"132 Watts",5000K
AEL-LHBA,AEL-LHBA-2H-27M,"180 Watts",2700K
AEL-LHBA,AEL-LHBA-2H-30M,"180 Watts",3000K
AEL-LHBA,AEL-LHBA-2H-35M,"180 Watts",3500K
AEL-LHBA,AEL-LHBA-2H-40M,"180 Watts",4000K
AEL-LHBA,AEL-LHBA-2H-50M,"180 Watts",5000K
AEL-LELV2,AEL-LELV2-30-SLM,"33 Watts",3000K
AEL-LELV2,AEL-LELV2-30-MLM,"57 Watts",3000K
AEL-LELV2,AEL-LELV2-30-HLM,"80 Watts",3000K
AEL-LELV2,AEL-LELV2-35-SLM,"33 Watts",3500K
AEL-LELV2,AEL-LELV2-35-MLM,"57 Watts",3500K
AEL-LELV2,AEL-LELV2-35-HLM,"80 Watts",3500K
AEL-LELV2,AEL-LELV2-40-SLM,"33 Watts",4000K
AEL-LELV2,AEL-LELV2-40-MLM,"57 Watts",4000K
AEL-LELV2,AEL-LELV2-40-HLM,"80 Watts",4000K
AEL-LELV2,AEL-LELV2-50-SLM,"33 Watts",5000K
AEL-LELV2,AEL-LELV2-50-MLM,"57 Watts",5000K
AEL-LELV2,AEL-LELV2-50-HLM,"80 Watts",5000K
AEL-LELL4,AEL-LELL4-30-SLM,"33 Watts",3000K
AEL-LELL4,AEL-LELL4-30-MLM,"57 Watts",3000K
AEL-LELL4,AEL-LELL4-30-HLM,"80 Watts",3000K
AEL-LELL4,AEL-LELL4-30-SMM,"86 Watts",3000K
AEL-LELL4,AEL-LELL4-30-MMM,"93 Watts",3000K
AEL-LELL4,AEL-LELL4-30-HMM,"112 Watts",3000K
AEL-LELL4,AEL-LELL4-30-SHM,"118 Watts",3000K
AEL-LELL4,AEL-LELL4-30-MHM,"143 Watts",3000K
AEL-LELL4,AEL-LELL4-30-HHM,"179 Watts",3000K
AEL-LELL4,AEL-LELL4-35-SLM,"33 Watts",3500K
AEL-LELL4,AEL-LELL4-35-MLM,"57 Watts",3500K
AEL-LELL4,AEL-LELL4-35-HLM,"80 Watts",3500K
AEL-LELL4,AEL-LELL4-35-SMM,"86 Watts",3500K
AEL-LELL4,AEL-LELL4-35-MMM,"93 Watts",3500K
AEL-LELL4,AEL-LELL4-35-HMM,"112 Watts",3500K
AEL-LELL4,AEL-LELL4-35-SHM,"118 Watts",3500K
AEL-LELL4,AEL-LELL4-35-MHM,"143 Watts",3500K
AEL-LELL4,AEL-LELL4-35-HHM,"179 Watts",3500K
AEL-LELL4,AEL-LELL4-40-SLM,"33 Watts",4000K
AEL-LELL4,AEL-LELL4-40-MLM,"57 Watts",4000K
AEL-LELL4,AEL-LELL4-40-HLM,"80 Watts",4000K
AEL-LELL4,AEL-LELL4-40-SMM,"86 Watts",4000K
AEL-LELL4,AEL-LELL4-40-MMM,"93 Watts",4000K
AEL-LELL4,AEL-LELL4-40-HMM,"112 Watts",4000K
AEL-LELL4,AEL-LELL4-40-SHM,"118 Watts",4000K
AEL-LELL4,AEL-LELL4-40-MHM,"143 Watts",4000K
AEL-LELL4,AEL-LELL4-40-HHM,"179 Watts",4000K
AEL-LELL4,AEL-LELL4-50-SLM,"33 Watts",5000K
AEL-LELL4,AEL-LELL4-50-MLM,"57 Watts",5000K
AEL-LELL4,AEL-LELL4-50-HLM,"80 Watts",5000K
AEL-LELL4,AEL-LELL4-50-SMM,"86 Watts",5000K
AEL-LELL4,AEL-LELL4-50-MMM,"93 Watts",5000K
AEL-LELL4,AEL-LELL4-50-HMM,"112 Watts",5000K
AEL-LELL4,AEL-LELL4-50-SHM,"118 Watts",5000K
AEL-LELL4,AEL-LELL4-50-MHM,"143 Watts",5000K
AEL-LELL4,AEL-LELL4-50-HHM,"179 Watts",5000K
AEL-LELL2,AEL-LELL2-30-SLM,"33 Watts",3000K
AEL-LELL2,AEL-LELL2-30-MLM,"57 Watts",3000K
AEL-LELL2,AEL-LELL2-30-HLM,"80 Watts",3000K
AEL-LELL2,AEL-LELL2-35-SLM,"33 Watts",3500K
AEL-LELL2,AEL-LELL2-35-MLM,"57 Watts",3500K
AEL-LELL2,AEL-LELL2-35-HLM,"80 Watts",3500K
AEL-LELL2,AEL-LELL2-40-SLM,"33 Watts",4000K
AEL-LELL2,AEL-LELL2-40-MLM,"57 Watts",4000K
AEL-LELL2,AEL-LELL2-40-HLM,"80 Watts",4000K
AEL-LELL2,AEL-LELL2-50-SLM,"33 Watts",5000K
AEL-LELL2,AEL-LELL2-50-MLM,"57 Watts",5000K
AEL-LELL2,AEL-LELL2-50-HLM,"80 Watts",5000K
AEL-LCDI4,AEL-LCDI4-30-MFAM,"40 Watts",3000K
AEL-LCDI4,AEL-LCDI4-30-HFAM,"50 Watts",3000K
AEL-LCDI4,AEL-LCDI4-35-MFAM,"40 Watts",3500K
AEL-LCDI4,AEL-LCDI4-35-HFAM,"50 Watts",3500K
AEL-LCDI4,AEL-LCDI4-40-MFAM,"40 Watts",4000K
AEL-LCDI4,AEL-LCDI4-40-HFAM,"50 Watts",4000K
AEL-LCDI4,AEL-LCDI4-50-MFAM,"40 Watts",5000K
AEL-LCDI4,AEL-LCDI4-50-HFAM,"50 Watts",5000K
AEL-LCDI2,AEL-LCDI2-30-SFAM,"30 Watts",3000K
AEL-LCDI2,AEL-LCDI2-30-MFAM,"40 Watts",3000K
AEL-LCDI2,AEL-LCDI2-35-SFAM,"30 Watts",3500K
AEL-LCDI2,AEL-LCDI2-35-MFAM,"40 Watts",3500K
AEL-LCDI2,AEL-LCDI2-40-SFAM,"30 Watts",4000K
AEL-LCDI2,AEL-LCDI2-40-MFAM,"40 Watts",4000K
AEL-LCDI2,AEL-LCDI2-50-SFAM,"30 Watts",5000K
AEL-LCDI2,AEL-LCDI2-50-MFAM,"40 Watts",5000K
AEL-LCDI1,AEL-LCDI1-30-MFAM,"40 Watts",3000K
AEL-LCDI1,AEL-LCDI1-30-HFAM,"50 Watts",3000K
AEL-LCDI1,AEL-LCDI1-35-MFAM,"40 Watts",3500K
AEL-LCDI1,AEL-LCDI1-35-HFAM,"50 Watts",3500K
